,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1
621,9/20/06,2:30 PM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=C05266B8-802A-23AD-4D09-971FF3D86D5F,"Full Committee Hearing
Examining Approaches Embodied in the Asia Pacific Partnership                                                                                                                                                               ",,Enviroment,2022-03-22,"['Joseph I. Lieberman', 'James M. Inhofe', 'James L. Connaughton', 'Bjorn Lomborg', 'David D. Doniger', 'E. Calvin Beisner']","['', '', 'https://www.epw.senate.gov/public/_cache/files/1/8/18808f52-0b59-442e-a021-89d802f4d2ed/01AFD79733D77F24A71FEF9DAFCCB056.092006connaughton-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/1/f/1fd0dd76-81c9-4154-a33e-978ee9bd7b35/01AFD79733D77F24A71FEF9DAFCCB056.092006lomborg-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/f/3/f30ba784-33e7-4c8e-b1df-24906a480128/01AFD79733D77F24A71FEF9DAFCCB056.092006doniger-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/6/1/61ed71c8-a331-4448-a230-3bc3c83921aa/01AFD79733D77F24A71FEF9DAFCCB056.092006beisner-testimony.pdf']","[('Joseph I. Lieberman', ''), ('James M. Inhofe', ''), ('James L. Connaughton', 'https://www.epw.senate.gov/public/_cache/files/1/8/18808f52-0b59-442e-a021-89d802f4d2ed/01AFD79733D77F24A71FEF9DAFCCB056.092006connaughton-testimony.pdf'), ('Bjorn Lomborg', 'https://www.epw.senate.gov/public/_cache/files/1/f/1fd0dd76-81c9-4154-a33e-978ee9bd7b35/01AFD79733D77F24A71FEF9DAFCCB056.092006lomborg-testimony.pdf'), ('David D. Doniger', 'https://www.epw.senate.gov/public/_cache/files/f/3/f30ba784-33e7-4c8e-b1df-24906a480128/01AFD79733D77F24A71FEF9DAFCCB056.092006doniger-testimony.pdf'), ('E. Calvin Beisner', 'https://www.epw.senate.gov/public/_cache/files/6/1/61ed71c8-a331-4448-a230-3bc3c83921aa/01AFD79733D77F24A71FEF9DAFCCB056.092006beisner-testimony.pdf')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw092006&auto_play=false,621.0,1.0
622,9/14/06,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=C06CF284-802A-23AD-40D0-20C0A92E084D,"Subcommittee on Clean Air, Climate Change, and Nuclear Safety
Oversight Hearing on NRC’s Regulatory Responsibilities and Capabilities for Long- and Short- term Spent Fuel Storage Programs                    ",,Enviroment,2022-03-22,"['Frank R. Lautenberg', 'George V. Voinovich', 'James M. Inhofe', 'Edward F. Sproat III', 'Shane Johnson', 'Louis Reyes', 'Admiral Frank L. ""Skip"" Bowman', 'Victor Gilinsky']","['', '', '', 'https://www.epw.senate.gov/public/_cache/files/d/4/d49a6d84-98b4-4ff7-a9da-c47ddbf2b291/01AFD79733D77F24A71FEF9DAFCCB056.091406sproat-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/e/8/e88426cc-4414-43c4-8139-cfe66f2fb3c4/01AFD79733D77F24A71FEF9DAFCCB056.091406shane-johnson-testimony.pdf', '', '', '']","[('Frank R. Lautenberg', ''), ('George V. Voinovich', ''), ('James M. Inhofe', ''), ('Edward F. Sproat III', 'https://www.epw.senate.gov/public/_cache/files/d/4/d49a6d84-98b4-4ff7-a9da-c47ddbf2b291/01AFD79733D77F24A71FEF9DAFCCB056.091406sproat-testimony.pdf'), ('Shane Johnson', 'https://www.epw.senate.gov/public/_cache/files/e/8/e88426cc-4414-43c4-8139-cfe66f2fb3c4/01AFD79733D77F24A71FEF9DAFCCB056.091406shane-johnson-testimony.pdf'), ('Louis Reyes', ''), ('Admiral Frank L. ""Skip"" Bowman', ''), ('Victor Gilinsky', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw091406&auto_play=false,622.0,2.0
623,9/13/06,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=C0C3A9DB-802A-23AD-4A43-8E9780033626,"Committee on Environment and Public Works
Consider Pending Nominations
September 13, 2006
406 Dirksen, 9:30 AM ",,Enviroment,2022-03-22,"['Max Baucus', 'Joseph I. Lieberman', 'Frank R. Lautenberg', 'James M. Inhofe', 'Roger Romulus Martella, Jr.', 'Alex Beehler', 'William Graves']","['', '', '', '', 'https://www.epw.senate.gov/public/_cache/files/0/d/0da3761f-a3af-4788-9f15-de8da8aaaf6e/01AFD79733D77F24A71FEF9DAFCCB056.091306martella-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/5/e/5eba4c03-8aa1-4545-b05e-7fa5d9933d3e/01AFD79733D77F24A71FEF9DAFCCB056.091306beehler-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/e/0eec52eb-0713-4965-917a-78c6fbd24959/01AFD79733D77F24A71FEF9DAFCCB056.091306graves-testimony.pdf']","[('Max Baucus', ''), ('Joseph I. Lieberman', ''), ('Frank R. Lautenberg', ''), ('James M. Inhofe', ''), ('Roger Romulus Martella, Jr.', 'https://www.epw.senate.gov/public/_cache/files/0/d/0da3761f-a3af-4788-9f15-de8da8aaaf6e/01AFD79733D77F24A71FEF9DAFCCB056.091306martella-testimony.pdf'), ('Alex Beehler', 'https://www.epw.senate.gov/public/_cache/files/5/e/5eba4c03-8aa1-4545-b05e-7fa5d9933d3e/01AFD79733D77F24A71FEF9DAFCCB056.091306beehler-testimony.pdf'), ('William Graves', 'https://www.epw.senate.gov/public/_cache/files/0/e/0eec52eb-0713-4965-917a-78c6fbd24959/01AFD79733D77F24A71FEF9DAFCCB056.091306graves-testimony.pdf')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw091306&auto_play=false,623.0,3.0
624,9/6/06,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=C0D51E64-802A-23AD-44B8-F5683EB13EE3,"Full Committee Hearing
Oversight on Federal Renewable Fuels Programs ",,Enviroment,2022-03-22,"['Max Baucus', 'Joseph I. Lieberman', 'Frank R. Lautenberg', 'James M. Inhofe', 'Johnny Isakson', 'William Wehrum', 'Alexander Karsner', 'Keith Collins']","['', '', '', '', '', 'https://www.epw.senate.gov/public/_cache/files/6/2/62aa654a-8f22-4b55-8c03-89d920633c62/01AFD79733D77F24A71FEF9DAFCCB056.090606wehrum-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/e/1/e18bbfeb-3532-4df1-889c-c25ed5fa2c9b/01AFD79733D77F24A71FEF9DAFCCB056.090606karsner-testimony.pdf', '']","[('Max Baucus', ''), ('Joseph I. Lieberman', ''), ('Frank R. Lautenberg', ''), ('James M. Inhofe', ''), ('Johnny Isakson', ''), ('William Wehrum', 'https://www.epw.senate.gov/public/_cache/files/6/2/62aa654a-8f22-4b55-8c03-89d920633c62/01AFD79733D77F24A71FEF9DAFCCB056.090606wehrum-testimony.pdf'), ('Alexander Karsner', 'https://www.epw.senate.gov/public/_cache/files/e/1/e18bbfeb-3532-4df1-889c-c25ed5fa2c9b/01AFD79733D77F24A71FEF9DAFCCB056.090606karsner-testimony.pdf'), ('Keith Collins', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw090606&auto_play=false,624.0,4.0
625,8/8/06,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=C0F2FB1A-802A-23AD-490D-1D8288A7B6D6,"Full Committee
Field Hearing:  Oversight of the Army Corps of Engineers' Management of the ACT and ACF River Basins      ",,Enviroment,2022-03-22,"['Honorable Sonny Perdue', 'Brigadier General Michael J. Walsh', 'Jack Conway', 'Kit Dunlap', 'Jackie Joseph']","['https://www.epw.senate.gov/public/_cache/files/5/3/537f591b-04b0-4a8c-8cba-42a022d64915/01AFD79733D77F24A71FEF9DAFCCB056.080806perdue-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/5/c5db02e6-7262-43f0-a6a8-12de17f7a259/01AFD79733D77F24A71FEF9DAFCCB056.080806walsh-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/c/cc9d5d1c-411f-47cc-9f5c-2690991fa956/01AFD79733D77F24A71FEF9DAFCCB056.080806conway-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/4/1/4173445b-02b3-4f03-9a2c-f6dd94f108bd/01AFD79733D77F24A71FEF9DAFCCB056.080806dunlap-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/6/1/6152068f-d133-487c-bd25-2a63e25e522f/01AFD79733D77F24A71FEF9DAFCCB056.080806joseph-testimony.pdf']","[('Honorable Sonny Perdue', 'https://www.epw.senate.gov/public/_cache/files/5/3/537f591b-04b0-4a8c-8cba-42a022d64915/01AFD79733D77F24A71FEF9DAFCCB056.080806perdue-testimony.pdf'), ('Brigadier General Michael J. Walsh', 'https://www.epw.senate.gov/public/_cache/files/c/5/c5db02e6-7262-43f0-a6a8-12de17f7a259/01AFD79733D77F24A71FEF9DAFCCB056.080806walsh-testimony.pdf'), ('Jack Conway', 'https://www.epw.senate.gov/public/_cache/files/c/c/cc9d5d1c-411f-47cc-9f5c-2690991fa956/01AFD79733D77F24A71FEF9DAFCCB056.080806conway-testimony.pdf'), ('Kit Dunlap', 'https://www.epw.senate.gov/public/_cache/files/4/1/4173445b-02b3-4f03-9a2c-f6dd94f108bd/01AFD79733D77F24A71FEF9DAFCCB056.080806dunlap-testimony.pdf'), ('Jackie Joseph', 'https://www.epw.senate.gov/public/_cache/files/6/1/6152068f-d133-487c-bd25-2a63e25e522f/01AFD79733D77F24A71FEF9DAFCCB056.080806joseph-testimony.pdf')]",,625.0,5.0
626,8/2/06,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=C110EEC1-802A-23AD-4916-F938847FFB38,"FULL COMMITTEE
Oversight on the Toxic Substances Control Act and the Chemicals Management Program at EPA      ",,Enviroment,2022-03-22,"['James M. Inhofe', 'James B. Gulliford', 'John Stephenson', 'William K. Rawson', 'Michael Walls, Esq.', 'Michael P. Wilson, Ph.D, MPH', 'Gail Charnley']","['', 'https://www.epw.senate.gov/public/_cache/files/7/5/75f5dc37-7760-4dbd-b95b-7d530b9f2c3b/01AFD79733D77F24A71FEF9DAFCCB056.080206gulliford-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/c/cc11c085-aceb-4bde-a3d8-c4cec36b9768/01AFD79733D77F24A71FEF9DAFCCB056.080206stephenson-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/8/d/8d52854f-e087-425c-8101-107da2b1a675/01AFD79733D77F24A71FEF9DAFCCB056.080206rawson-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/5/4/548028dd-cb31-4def-8ced-5d93516c8771/01AFD79733D77F24A71FEF9DAFCCB056.080206walls-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/7/1/713310df-1b84-4375-bac8-7dd8d9a7a7a8/01AFD79733D77F24A71FEF9DAFCCB056.080206wilson-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/b/cbaf184b-261f-4f97-8404-a11b5c14a3a9/01AFD79733D77F24A71FEF9DAFCCB056.080206charnley-testimony.pdf']","[('James M. Inhofe', ''), ('James B. Gulliford', 'https://www.epw.senate.gov/public/_cache/files/7/5/75f5dc37-7760-4dbd-b95b-7d530b9f2c3b/01AFD79733D77F24A71FEF9DAFCCB056.080206gulliford-testimony.pdf'), ('John Stephenson', 'https://www.epw.senate.gov/public/_cache/files/c/c/cc11c085-aceb-4bde-a3d8-c4cec36b9768/01AFD79733D77F24A71FEF9DAFCCB056.080206stephenson-testimony.pdf'), ('William K. Rawson', 'https://www.epw.senate.gov/public/_cache/files/8/d/8d52854f-e087-425c-8101-107da2b1a675/01AFD79733D77F24A71FEF9DAFCCB056.080206rawson-testimony.pdf'), ('Michael Walls, Esq.', 'https://www.epw.senate.gov/public/_cache/files/5/4/548028dd-cb31-4def-8ced-5d93516c8771/01AFD79733D77F24A71FEF9DAFCCB056.080206walls-testimony.pdf'), ('Michael P. Wilson, Ph.D, MPH', 'https://www.epw.senate.gov/public/_cache/files/7/1/713310df-1b84-4375-bac8-7dd8d9a7a7a8/01AFD79733D77F24A71FEF9DAFCCB056.080206wilson-testimony.pdf'), ('Gail Charnley', 'https://www.epw.senate.gov/public/_cache/files/c/b/cbaf184b-261f-4f97-8404-a11b5c14a3a9/01AFD79733D77F24A71FEF9DAFCCB056.080206charnley-testimony.pdf')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw080206&auto_play=false,626.0,6.0
627,8/1/06,2:30 PM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=C1334640-802A-23AD-4571-0B17F19C8056,"Subcommittee on Fish, Wildlife, and Water
Interpreting the Effect of the U.S. Supreme Court’s Recent Decision in the Joint Cases of Rapanos v. United States and Carabell v. U.S. Army Corps of Engineers on “The Waters of the United States”     ",,Enviroment,2022-03-22,"['James M. Inhofe', 'Benjamin H. Grumbles', 'John Paul Woodley, Jr.', 'John C. Cruden', 'Jonathan Adler', 'William W. Buzbee', 'Chuck Clayton', 'Keith Kisling']","['', 'https://www.epw.senate.gov/public/_cache/files/d/d/dd007818-f2c3-426c-b1be-44602fcbe4f4/01AFD79733D77F24A71FEF9DAFCCB056.080106grumbles-woodley-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/d/e/de7041c0-e4e0-4263-be33-5f379dbc6015/01AFD79733D77F24A71FEF9DAFCCB056.080106grumbles-woodley-testimony0.pdf', 'https://www.epw.senate.gov/public/_cache/files/4/f/4fd05af1-6d9e-4d9d-ac8f-541be458ef4c/01AFD79733D77F24A71FEF9DAFCCB056.080106cruden-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/8/0818f7c5-d99a-4934-bd7b-ba9e1963c729/01AFD79733D77F24A71FEF9DAFCCB056.080106adler-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/3/c3fa969f-23f4-480c-8be7-8f327e12afd3/01AFD79733D77F24A71FEF9DAFCCB056.080106buzbee-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/b/4/b4559840-7ebd-4568-9afb-c2ec9761a518/01AFD79733D77F24A71FEF9DAFCCB056.080106clayton-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/6/0/60617c79-bede-4e21-8da2-55ab740e81a6/01AFD79733D77F24A71FEF9DAFCCB056.080106kisling-testimony.pdf']","[('James M. Inhofe', ''), ('Benjamin H. Grumbles', 'https://www.epw.senate.gov/public/_cache/files/d/d/dd007818-f2c3-426c-b1be-44602fcbe4f4/01AFD79733D77F24A71FEF9DAFCCB056.080106grumbles-woodley-testimony.pdf'), ('John Paul Woodley, Jr.', 'https://www.epw.senate.gov/public/_cache/files/d/e/de7041c0-e4e0-4263-be33-5f379dbc6015/01AFD79733D77F24A71FEF9DAFCCB056.080106grumbles-woodley-testimony0.pdf'), ('John C. Cruden', 'https://www.epw.senate.gov/public/_cache/files/4/f/4fd05af1-6d9e-4d9d-ac8f-541be458ef4c/01AFD79733D77F24A71FEF9DAFCCB056.080106cruden-testimony.pdf'), ('Jonathan Adler', 'https://www.epw.senate.gov/public/_cache/files/0/8/0818f7c5-d99a-4934-bd7b-ba9e1963c729/01AFD79733D77F24A71FEF9DAFCCB056.080106adler-testimony.pdf'), ('William W. Buzbee', 'https://www.epw.senate.gov/public/_cache/files/c/3/c3fa969f-23f4-480c-8be7-8f327e12afd3/01AFD79733D77F24A71FEF9DAFCCB056.080106buzbee-testimony.pdf'), ('Chuck Clayton', 'https://www.epw.senate.gov/public/_cache/files/b/4/b4559840-7ebd-4568-9afb-c2ec9761a518/01AFD79733D77F24A71FEF9DAFCCB056.080106clayton-testimony.pdf'), ('Keith Kisling', 'https://www.epw.senate.gov/public/_cache/files/6/0/60617c79-bede-4e21-8da2-55ab740e81a6/01AFD79733D77F24A71FEF9DAFCCB056.080106kisling-testimony.pdf')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw080106&auto_play=false,627.0,7.0
628,7/27/06,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=CF6DD0CE-802A-23AD-4707-CA85825D3445,"Full Committee
A Hearing on the Stafford Act:
 A Path Forward for the Nation’s Emergency Preparedness and Response System                 ",,Enviroment,2022-03-22,"['James M. Inhofe', 'David Vitter', 'Robert Shea', 'Major General Don T. Riley', 'Deborah Dietrich', 'Corey Gruber', 'Armond Mascelli', 'Pamela Pogue', 'Tamara S. Little']","['', '', '', 'https://www.epw.senate.gov/public/_cache/files/8/9/8956bf98-4019-4f89-abf4-8978112221e3/01AFD79733D77F24A71FEF9DAFCCB056.072706riley-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/2/02e5ae22-26ca-4bcc-8308-64868e4c2cbf/01AFD79733D77F24A71FEF9DAFCCB056.072706dietrich-testimony.pdf', '', '', 'https://www.epw.senate.gov/public/_cache/files/2/6/262347cf-8b82-4f2f-8005-41af8d9be1ff/01AFD79733D77F24A71FEF9DAFCCB056.072706pogue-testimony.pdf', '']","[('James M. Inhofe', ''), ('David Vitter', ''), ('Robert Shea', ''), ('Major General Don T. Riley', 'https://www.epw.senate.gov/public/_cache/files/8/9/8956bf98-4019-4f89-abf4-8978112221e3/01AFD79733D77F24A71FEF9DAFCCB056.072706riley-testimony.pdf'), ('Deborah Dietrich', 'https://www.epw.senate.gov/public/_cache/files/0/2/02e5ae22-26ca-4bcc-8308-64868e4c2cbf/01AFD79733D77F24A71FEF9DAFCCB056.072706dietrich-testimony.pdf'), ('Corey Gruber', ''), ('Armond Mascelli', ''), ('Pamela Pogue', 'https://www.epw.senate.gov/public/_cache/files/2/6/262347cf-8b82-4f2f-8005-41af8d9be1ff/01AFD79733D77F24A71FEF9DAFCCB056.072706pogue-testimony.pdf'), ('Tamara S. Little', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw072706&auto_play=false,628.0,8.0
629,7/19/06,9:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=CF926186-802A-23AD-4317-DC5625AD2073,"Full Committee
The Science and Risk Assessment Behind the EPA’s Proposed Revisions to the Particulate Matter Air Quality Standards             ",,Enviroment,2022-03-22,"['Joseph I. Lieberman', 'James M. Inhofe', 'George V. Voinovich', 'George Gray', 'Roger McClellan, DVM, MMS', 'George Thurston ScD.', 'Anne E. Smith', 'Daniel Greenbaum']","['', '', '', 'https://www.epw.senate.gov/public/_cache/files/b/c/bc865446-2f81-44dd-897c-d4702ab63cae/01AFD79733D77F24A71FEF9DAFCCB056.071906gray-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/e/3/e343a9f8-0811-450f-9183-bda83f88dbc5/01AFD79733D77F24A71FEF9DAFCCB056.071906mcclellan-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/f/6/f6c13246-7138-4b81-b182-b6d02d295504/01AFD79733D77F24A71FEF9DAFCCB056.071906thurston-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/3/23fdbf79-cb88-4a30-b248-fa93ff9c85c8/01AFD79733D77F24A71FEF9DAFCCB056.071906smith-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/f/8/f87ae3ee-ec82-486e-b1a1-5bbef2d6b46d/01AFD79733D77F24A71FEF9DAFCCB056.071906greenbaum-testimony.pdf']","[('Joseph I. Lieberman', ''), ('James M. Inhofe', ''), ('George V. Voinovich', ''), ('George Gray', 'https://www.epw.senate.gov/public/_cache/files/b/c/bc865446-2f81-44dd-897c-d4702ab63cae/01AFD79733D77F24A71FEF9DAFCCB056.071906gray-testimony.pdf'), ('Roger McClellan, DVM, MMS', 'https://www.epw.senate.gov/public/_cache/files/e/3/e343a9f8-0811-450f-9183-bda83f88dbc5/01AFD79733D77F24A71FEF9DAFCCB056.071906mcclellan-testimony.pdf'), ('George Thurston ScD.', 'https://www.epw.senate.gov/public/_cache/files/f/6/f6c13246-7138-4b81-b182-b6d02d295504/01AFD79733D77F24A71FEF9DAFCCB056.071906thurston-testimony.pdf'), ('Anne E. Smith', 'https://www.epw.senate.gov/public/_cache/files/2/3/23fdbf79-cb88-4a30-b248-fa93ff9c85c8/01AFD79733D77F24A71FEF9DAFCCB056.071906smith-testimony.pdf'), ('Daniel Greenbaum', 'https://www.epw.senate.gov/public/_cache/files/f/8/f87ae3ee-ec82-486e-b1a1-5bbef2d6b46d/01AFD79733D77F24A71FEF9DAFCCB056.071906greenbaum-testimony.pdf')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw071906&auto_play=false,629.0,9.0
630,7/13/06,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=CFB5BF4A-802A-23AD-45B6-0DDE6B4549AE,"Subcommittee on Clean Air, Climate Change, and Nuclear Safety
EPA’s Proposed Revisions to the Particulate Matter Air Quality Standards                           ",,Enviroment,2022-03-22,"['Thomas R. Carper', 'Joseph I. Lieberman', 'George V. Voinovich', 'James M. Inhofe', 'Christopher S. Bond', 'Johnny Isakson', 'William Wehrum', 'Bebe Heiskell', 'John A. Paul', 'Larry J. Gould', 'Harry C. Alford', 'Bill Christopher']","['', '', '', '', '', '', 'https://www.epw.senate.gov/public/_cache/files/4/8/48569386-a84a-41cc-b750-79041d0628a1/01AFD79733D77F24A71FEF9DAFCCB056.071306wehrum-testimony071306.pdf', 'https://www.epw.senate.gov/public/_cache/files/b/c/bc45c914-d95a-4aa7-83b0-bfd1c9a83840/01AFD79733D77F24A71FEF9DAFCCB056.071306heiskell-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/6/5/655d30c7-38e8-4013-a2a9-2fc19655454a/01AFD79733D77F24A71FEF9DAFCCB056.071306paul-testimony.pdf', '', '', '']","[('Thomas R. Carper', ''), ('Joseph I. Lieberman', ''), ('George V. Voinovich', ''), ('James M. Inhofe', ''), ('Christopher S. Bond', ''), ('Johnny Isakson', ''), ('William Wehrum', 'https://www.epw.senate.gov/public/_cache/files/4/8/48569386-a84a-41cc-b750-79041d0628a1/01AFD79733D77F24A71FEF9DAFCCB056.071306wehrum-testimony071306.pdf'), ('Bebe Heiskell', 'https://www.epw.senate.gov/public/_cache/files/b/c/bc45c914-d95a-4aa7-83b0-bfd1c9a83840/01AFD79733D77F24A71FEF9DAFCCB056.071306heiskell-testimony.pdf'), ('John A. Paul', 'https://www.epw.senate.gov/public/_cache/files/6/5/655d30c7-38e8-4013-a2a9-2fc19655454a/01AFD79733D77F24A71FEF9DAFCCB056.071306paul-testimony.pdf'), ('Larry J. Gould', ''), ('Harry C. Alford', ''), ('Bill Christopher', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw071306&auto_play=false,630.0,0.0
631,6/28/06,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=CFD63DF3-802A-23AD-4026-55E487167D18,"Full Committee
Oversight Hearing on EPA Regional Inconsistencies            ",,Enviroment,2022-03-22,"['James M. Inhofe', 'Granta Nakayama', 'Jean Payne', 'Richard W. Waterman', 'Eric Schaeffer', 'David Paylor', 'Donald Welsh']","['', 'https://www.epw.senate.gov/public/_cache/files/4/f/4fd30faa-3a79-4fa9-898e-d718b20a4bea/01AFD79733D77F24A71FEF9DAFCCB056.062806nakayama-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/a/9/a907cd45-bfb8-4d68-aec9-4366ce1a8812/01AFD79733D77F24A71FEF9DAFCCB056.062806payne-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/d/c/dc9351e8-c0c5-4d38-bc0c-879b83ea82e5/01AFD79733D77F24A71FEF9DAFCCB056.062806waterman-testimony.pdf', '', 'https://www.epw.senate.gov/public/_cache/files/2/0/20ae9b46-7667-4f24-b997-454c569e68fe/01AFD79733D77F24A71FEF9DAFCCB056.062806paylor-testimony.pdf', '']","[('James M. Inhofe', ''), ('Granta Nakayama', 'https://www.epw.senate.gov/public/_cache/files/4/f/4fd30faa-3a79-4fa9-898e-d718b20a4bea/01AFD79733D77F24A71FEF9DAFCCB056.062806nakayama-testimony.pdf'), ('Jean Payne', 'https://www.epw.senate.gov/public/_cache/files/a/9/a907cd45-bfb8-4d68-aec9-4366ce1a8812/01AFD79733D77F24A71FEF9DAFCCB056.062806payne-testimony.pdf'), ('Richard W. Waterman', 'https://www.epw.senate.gov/public/_cache/files/d/c/dc9351e8-c0c5-4d38-bc0c-879b83ea82e5/01AFD79733D77F24A71FEF9DAFCCB056.062806waterman-testimony.pdf'), ('Eric Schaeffer', ''), ('David Paylor', 'https://www.epw.senate.gov/public/_cache/files/2/0/20ae9b46-7667-4f24-b997-454c569e68fe/01AFD79733D77F24A71FEF9DAFCCB056.062806paylor-testimony.pdf'), ('Donald Welsh', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw062806&auto_play=false,631.0,1.0
632,6/22/06,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=CFEE234C-802A-23AD-4BA0-9862A740280D,"Subcommittee on Clean Air, Climate Change, and Nuclear Safety
Oversight Hearing on the Regulatory Processes for New and Existing Nuclear Plants                                                             ",,Enviroment,2022-03-22,"['George V. Voinovich', 'James M. Inhofe', 'Nils J. Diaz', 'J. Barnie Beasley', 'David Lochbaum', 'Kevin Book', 'Peter B. Lyons', 'Edward McGaffigan, Jr.', 'Jeffrey S. Merrifield']","['', '', '', '', 'https://www.epw.senate.gov/public/_cache/files/f/a/fa2e952d-a439-4018-a6fc-34466895b126/01AFD79733D77F24A71FEF9DAFCCB056.062206lochbaum-testimony.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/c/ccb17789-013f-40e7-a2f7-1a35720fb177/01AFD79733D77F24A71FEF9DAFCCB056.062206book-testimony.pdf', '', '', '']","[('George V. Voinovich', ''), ('James M. Inhofe', ''), ('Nils J. Diaz', ''), ('J. Barnie Beasley', ''), ('David Lochbaum', 'https://www.epw.senate.gov/public/_cache/files/f/a/fa2e952d-a439-4018-a6fc-34466895b126/01AFD79733D77F24A71FEF9DAFCCB056.062206lochbaum-testimony.pdf'), ('Kevin Book', 'https://www.epw.senate.gov/public/_cache/files/c/c/ccb17789-013f-40e7-a2f7-1a35720fb177/01AFD79733D77F24A71FEF9DAFCCB056.062206book-testimony.pdf'), ('Peter B. Lyons', ''), ('Edward McGaffigan, Jr.', ''), ('Jeffrey S. Merrifield', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw062206&auto_play=false,632.0,2.0
