,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
386,05/24/12,10:00AM,https://www.banking.senate.gov/hearings/the-responsible-homeowner-refinancing-act-of-2012,Full Committee Hearing:The Responsible Homeowner Refinancing Act of 2012,,Banking,2022-03-22,"['Bill Emerson', 'Christopher Papagianis', 'Moe Veissi', 'Mark Zandi']","['https://www.banking.senate.gov/imo/media/doc/EmersonTestimony52412.pdf', 'https://www.banking.senate.gov/imo/media/doc/PapagianisTestimony52412.pdf', 'https://www.banking.senate.gov/imo/media/doc/VeissiTestimony52412.pdf', 'https://www.banking.senate.gov/imo/media/doc/ZandiTestimony52412.pdf']","[('Bill Emerson', 'https://www.banking.senate.gov/imo/media/doc/EmersonTestimony52412.pdf'), ('Christopher Papagianis', 'https://www.banking.senate.gov/imo/media/doc/PapagianisTestimony52412.pdf'), ('Moe Veissi', 'https://www.banking.senate.gov/imo/media/doc/VeissiTestimony52412.pdf'), ('Mark Zandi', 'https://www.banking.senate.gov/imo/media/doc/ZandiTestimony52412.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=2AE1369E-E8BB-4C5B-80A3-BA090B901D47,382.0,382.0,381.0,378
387,05/23/12,02:00PM,https://www.banking.senate.gov/hearings/reviewing-the-us-china-strategic-and-economic-dialogue,Full Committee Hearing:Reviewing the U.S. – China Strategic and Economic Dialogue,,Banking,2022-03-22,"['Mike Johanns', 'C. Fred Bergsten', 'John Dearie', 'Dean C. Garfield', 'Stephen Roach']","['https://www.banking.senate.gov/imo/media/doc/JohannsStatement52312000.pdf', 'https://www.banking.senate.gov/imo/media/doc/BergstenTestimony52312SITF.pdf', 'https://www.banking.senate.gov/imo/media/doc/DearieTestimony52312SITFpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/GarfieldTestimony52312.pdf', 'https://www.banking.senate.gov/imo/media/doc/RoachTestimony52312.pdf']","[('Mike Johanns', 'https://www.banking.senate.gov/imo/media/doc/JohannsStatement52312000.pdf'), ('C. Fred Bergsten', 'https://www.banking.senate.gov/imo/media/doc/BergstenTestimony52312SITF.pdf'), ('John Dearie', 'https://www.banking.senate.gov/imo/media/doc/DearieTestimony52312SITFpm.pdf'), ('Dean C. Garfield', 'https://www.banking.senate.gov/imo/media/doc/GarfieldTestimony52312.pdf'), ('Stephen Roach', 'https://www.banking.senate.gov/imo/media/doc/RoachTestimony52312.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=3BC593E2-E12E-41FC-A3DA-599B5ACB0BF8,383.0,383.0,382.0,379
388,05/22/12,10:00AM,https://www.banking.senate.gov/hearings/implementing-derivatives-reform-reducing-systemic-risk-and-improving-market-oversight,Full Committee Hearing:Implementing Derivatives Reform: Reducing Systemic Risk and Improving Market Oversight,,Banking,2022-03-22,"['Tim Johnson', 'Honorable Gary Gensler', 'Honorable Mary Schapiro']","['https://www.banking.senate.gov/imo/media/doc/JohnsonStatementonDerivativesReformHearing.pdf', 'https://www.banking.senate.gov/imo/media/doc/GenslerTestimony52212.pdf', 'https://www.banking.senate.gov/imo/media/doc/SchapiroTestimony52212.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonStatementonDerivativesReformHearing.pdf'), ('Honorable Gary Gensler', 'https://www.banking.senate.gov/imo/media/doc/GenslerTestimony52212.pdf'), ('Honorable Mary Schapiro', 'https://www.banking.senate.gov/imo/media/doc/SchapiroTestimony52212.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=0CA41ADF-EC74-4742-AFA0-09BDA7DF05CA,384.0,384.0,383.0,380
389,05/09/12,02:00PM,https://www.banking.senate.gov/hearings/is-simpler-betterd-limiting-federal-support-for-financial-institutions,Full Committee Hearing:Is Simpler Better?  Limiting Federal Support for Financial Institutions,,Banking,2022-03-22,"['Honorable Paul A. Volcker', 'Thomas Hoenig', 'Randall S. Kroszner', 'Anthony J. Carfang', 'Tom Frost', 'Marc W. Jarsulic', 'James E. Roselle']","['https://www.banking.senate.gov/imo/media/doc/VolckerTestimony5912.pdf', 'https://www.banking.senate.gov/imo/media/doc/HoenigTestimony5912FICPpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/KroznerTestimony5912FICPpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/CarfangTestimony5912FICP.pdf', 'https://www.banking.senate.gov/imo/media/doc/FrostTestimony5912.pdf', 'https://www.banking.senate.gov/imo/media/doc/JarsulicTestimony5912FICPpm.pdf', 'https://www.banking.senate.gov/imo/media/doc/RoselleTestimony5912FICPpm.pdf']","[('Honorable Paul A. Volcker', 'https://www.banking.senate.gov/imo/media/doc/VolckerTestimony5912.pdf'), ('Thomas Hoenig', 'https://www.banking.senate.gov/imo/media/doc/HoenigTestimony5912FICPpm.pdf'), ('Randall S. Kroszner', 'https://www.banking.senate.gov/imo/media/doc/KroznerTestimony5912FICPpm.pdf'), ('Anthony J. Carfang', 'https://www.banking.senate.gov/imo/media/doc/CarfangTestimony5912FICP.pdf'), ('Tom Frost', 'https://www.banking.senate.gov/imo/media/doc/FrostTestimony5912.pdf'), ('Marc W. Jarsulic', 'https://www.banking.senate.gov/imo/media/doc/JarsulicTestimony5912FICPpm.pdf'), ('James E. Roselle', 'https://www.banking.senate.gov/imo/media/doc/RoselleTestimony5912FICPpm.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=082D377A-5FD9-4E98-892B-26D80120D684,385.0,385.0,384.0,381
390,05/09/12,10:00AM,https://www.banking.senate.gov/hearings/the-national-flood-insurance-program-the-need-for-long-term-reauthorization-and-reform,Full Committee Hearing:The National Flood Insurance Program:  The Need for Long-Term Reauthorization and Reform,,Banking,2022-03-22,"['Dwayne Bourgeois', 'Todd Klietz', 'Jon A. Jensen', 'Sarah Murdock', 'David A. Sampson', 'Moe Veissi']","['https://www.banking.senate.gov/imo/media/doc/BourgeoisTestimony5912.pdf', 'https://www.banking.senate.gov/imo/media/doc/KlietzTestimony5912.pdf', 'https://www.banking.senate.gov/imo/media/doc/JensenTestimony5912EP.pdf', 'https://www.banking.senate.gov/imo/media/doc/MurdockTestimony5912EP.pdf', 'https://www.banking.senate.gov/imo/media/doc/SampsonTestimony5912EP.pdf', 'https://www.banking.senate.gov/imo/media/doc/VeissiTestimony5912EP.pdf']","[('Dwayne Bourgeois', 'https://www.banking.senate.gov/imo/media/doc/BourgeoisTestimony5912.pdf'), ('Todd Klietz', 'https://www.banking.senate.gov/imo/media/doc/KlietzTestimony5912.pdf'), ('Jon A. Jensen', 'https://www.banking.senate.gov/imo/media/doc/JensenTestimony5912EP.pdf'), ('Sarah Murdock', 'https://www.banking.senate.gov/imo/media/doc/MurdockTestimony5912EP.pdf'), ('David A. Sampson', 'https://www.banking.senate.gov/imo/media/doc/SampsonTestimony5912EP.pdf'), ('Moe Veissi', 'https://www.banking.senate.gov/imo/media/doc/VeissiTestimony5912EP.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=A7198AE2-7FBE-4EC7-9389-2AD3581D2350,386.0,386.0,385.0,382
391,05/08/12,10:00AM,https://www.banking.senate.gov/hearings/expanding-refinancing-opportunities-to-improve-the-housing-market,Full Committee Hearing:Expanding Refinancing Opportunities to Improve the Housing Market,,Banking,2022-03-22,"['Tim Johnson', 'Shaun Donovan']","['https://www.banking.senate.gov/imo/media/doc/JohnsonOpeningStatementonMortgageRefinancingHearing.pdf', 'https://www.banking.senate.gov/imo/media/doc/DonovanTestimony5812.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonOpeningStatementonMortgageRefinancingHearing.pdf'), ('Shaun Donovan', 'https://www.banking.senate.gov/imo/media/doc/DonovanTestimony5812.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=9790842E-714C-406F-9826-127D56398A8E,387.0,387.0,386.0,383
392,04/26/12,10:00AM,https://www.banking.senate.gov/hearings/legislative-proposals-in-the-united-states-department-of-housing-and-urban-developments-fy-2013-budget,Full Committee Hearing:Legislative Proposals in the United States Department of Housing and Urban Development’s FY 2013 Budget,,Banking,2022-03-22,"['Tim Johnson', 'Shaun Donovan']","['https://www.banking.senate.gov/imo/media/doc/JohnsonOpeningStatementonHUDBudgetHearing.pdf', 'https://www.banking.senate.gov/imo/media/doc/DonovanTestimony42612.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonOpeningStatementonHUDBudgetHearing.pdf'), ('Shaun Donovan', 'https://www.banking.senate.gov/imo/media/doc/DonovanTestimony42612.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=BD9BC217-0AD4-4288-AB33-0DBC99AD0E03,388.0,388.0,387.0,384
393,04/25/12,10:00AM,https://www.banking.senate.gov/hearings/helping-responsible-homeowners-save-money-through-refinancing,Full Committee Hearing:Helping Responsible Homeowners Save Money Through Refinancing,,Banking,2022-03-22,"['Michael D. Calhoun', 'Laurie S. Goodman', 'Christopher Mayer', 'Anthony B. Sanders', 'Debra Still']","['https://www.banking.senate.gov/imo/media/doc/MichaelCalhountestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/LaurieGoodmantestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/ChristopherMayertestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/AnthonySanderstestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/DebStilltestimony.pdf']","[('Michael D. Calhoun', 'https://www.banking.senate.gov/imo/media/doc/MichaelCalhountestimony.pdf'), ('Laurie S. Goodman', 'https://www.banking.senate.gov/imo/media/doc/LaurieGoodmantestimony.pdf'), ('Christopher Mayer', 'https://www.banking.senate.gov/imo/media/doc/ChristopherMayertestimony.pdf'), ('Anthony B. Sanders', 'https://www.banking.senate.gov/imo/media/doc/AnthonySanderstestimony.pdf'), ('Debra Still', 'https://www.banking.senate.gov/imo/media/doc/DebStilltestimony.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=5826E6E7-1183-4B6C-A8A9-40D6BF792DA1,389.0,389.0,388.0,385
394,04/24/12,10:00AM,https://www.banking.senate.gov/hearings/the-collapse-of-mf-global-lessons-learned-and-policy-implications,Full Committee Hearing:The Collapse of MF Global:  Lessons Learned and Policy Implications,,Banking,2022-03-22,"['Tim Johnson', 'Robert Cook', 'Terrence A. Duffy', 'Louis Freeh', 'James W. Giddens', 'Richard Ketchum', 'Jill Sommers']","['https://www.banking.senate.gov/imo/media/doc/JohnsonOpeningStatementonMFGlobalHearing.pdf', 'https://www.banking.senate.gov/imo/media/doc/CookSECtestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/DuffyCMEGrouptestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/FreehMFGlobalTrusteetestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/GiddensSIPATrusteetestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/KetchumFINRAtestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/SommersCFTCtestimony.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonOpeningStatementonMFGlobalHearing.pdf'), ('Robert Cook', 'https://www.banking.senate.gov/imo/media/doc/CookSECtestimony.pdf'), ('Terrence A. Duffy', 'https://www.banking.senate.gov/imo/media/doc/DuffyCMEGrouptestimony.pdf'), ('Louis Freeh', 'https://www.banking.senate.gov/imo/media/doc/FreehMFGlobalTrusteetestimony.pdf'), ('James W. Giddens', 'https://www.banking.senate.gov/imo/media/doc/GiddensSIPATrusteetestimony.pdf'), ('Richard Ketchum', 'https://www.banking.senate.gov/imo/media/doc/KetchumFINRAtestimony.pdf'), ('Jill Sommers', 'https://www.banking.senate.gov/imo/media/doc/SommersCFTCtestimony.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=E1370E7A-6627-4DC9-8AC9-BF69B49992DE,390.0,390.0,389.0,386
395,04/17/12,10:00AM,https://www.banking.senate.gov/hearings/export-import-bank-reauthorization-saving-american-jobs-and-supporting-american-exporters,Full Committee Hearing:Export-Import Bank Reauthorization:  Saving American Jobs and Supporting American Exporters,,Banking,2022-03-22,"['Tim Johnson', 'R. Thomas Buffenbarger', 'David Ickert', 'Sonya Kostadinova', 'Bobby Patton']","['https://www.banking.senate.gov/imo/media/doc/JohnsonStatementonExportImport.pdf', 'https://www.banking.senate.gov/imo/media/doc/BuffenbargerTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/IckertTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/KostadinovaTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/PattonTestimony.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonStatementonExportImport.pdf'), ('R. Thomas Buffenbarger', 'https://www.banking.senate.gov/imo/media/doc/BuffenbargerTestimony.pdf'), ('David Ickert', 'https://www.banking.senate.gov/imo/media/doc/IckertTestimony.pdf'), ('Sonya Kostadinova', 'https://www.banking.senate.gov/imo/media/doc/KostadinovaTestimony.pdf'), ('Bobby Patton', 'https://www.banking.senate.gov/imo/media/doc/PattonTestimony.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=8CE70380-A51D-422B-A55A-89C37D01301F,391.0,391.0,390.0,387
396,03/29/12,10:00AM,https://www.banking.senate.gov/hearings/developing-the-framework-for-safe-and-efficient-mobile-payments,Full Committee Hearing:Developing the Framework for Safe and Efficient Mobile Payments,,Banking,2022-03-22,"['Sandra F. Braunstein', 'Kenneth C. Montgomery']","['https://www.banking.senate.gov/imo/media/doc/BraunsteinTestimony32912.pdf', 'https://www.banking.senate.gov/imo/media/doc/MontgomeryTestimony329120.pdf']","[('Sandra F. Braunstein', 'https://www.banking.senate.gov/imo/media/doc/BraunsteinTestimony32912.pdf'), ('Kenneth C. Montgomery', 'https://www.banking.senate.gov/imo/media/doc/MontgomeryTestimony329120.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=EAB14748-AEA3-48F1-A4F8-88F49613F0E1,392.0,392.0,391.0,388
397,03/28/12,02:30PM,https://www.banking.senate.gov/hearings/retirement-insecurity-examining-the-retirement-savings-deficit,Full Committee Hearing:Retirement (In)security:  Examining the Retirement Savings Deficit,,Banking,2022-03-22,"['Michael Calabrese', 'James G. Rickards', 'Jack VanDerhei']","['https://www.banking.senate.gov/imo/media/doc/CalabreseTestimony32812.pdf', 'https://www.banking.senate.gov/imo/media/doc/RickardsTestimony32812EP.pdf', 'https://www.banking.senate.gov/imo/media/doc/VanDerheiTestimony32812EP.pdf']","[('Michael Calabrese', 'https://www.banking.senate.gov/imo/media/doc/CalabreseTestimony32812.pdf'), ('James G. Rickards', 'https://www.banking.senate.gov/imo/media/doc/RickardsTestimony32812EP.pdf'), ('Jack VanDerhei', 'https://www.banking.senate.gov/imo/media/doc/VanDerheiTestimony32812EP.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=6F843892-AF6B-4BF0-968C-7AB6F3A5D1A4,393.0,393.0,392.0,389
398,03/27/12,10:30AM,https://www.banking.senate.gov/hearings/the-choice-neighborhoods-initiative-a-new-community-development-model,Full Committee Hearing:The Choice Neighborhoods Initiative: A New Community Development Model,,Banking,2022-03-22,"['Sandra B. Henriquez', 'Maria Maio', 'Egbert Perry', 'Susan Popkin', 'Anthony B. Sanders', 'Paul Weech']","['https://www.banking.senate.gov/imo/media/doc/HenriquezTestimony32712HTCD.pdf', 'https://www.banking.senate.gov/imo/media/doc/MaioTestimony32712.pdf', 'https://www.banking.senate.gov/imo/media/doc/PerryTestimony32712HTCD.pdf', 'https://www.banking.senate.gov/imo/media/doc/PopkinTestimony32712.pdf', 'https://www.banking.senate.gov/imo/media/doc/SandersTestimony32712HTCD.pdf', 'https://www.banking.senate.gov/imo/media/doc/WeechTestimony32712HTCD.pdf']","[('Sandra B. Henriquez', 'https://www.banking.senate.gov/imo/media/doc/HenriquezTestimony32712HTCD.pdf'), ('Maria Maio', 'https://www.banking.senate.gov/imo/media/doc/MaioTestimony32712.pdf'), ('Egbert Perry', 'https://www.banking.senate.gov/imo/media/doc/PerryTestimony32712HTCD.pdf'), ('Susan Popkin', 'https://www.banking.senate.gov/imo/media/doc/PopkinTestimony32712.pdf'), ('Anthony B. Sanders', 'https://www.banking.senate.gov/imo/media/doc/SandersTestimony32712HTCD.pdf'), ('Paul Weech', 'https://www.banking.senate.gov/imo/media/doc/WeechTestimony32712HTCD.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=48793ED3-38F3-4DBF-87D3-4551656DD9A8,394.0,394.0,393.0,390
399,03/22/12,09:45AM,https://www.banking.senate.gov/hearings/international-harmonization-of-wall-street-reform-orderly-liquidation-derivatives-and-the-volcker-rule,"Full Committee Hearing:International Harmonization of Wall Street Reform:  Orderly Liquidation, Derivatives, and the Volcker Rule",,Banking,2022-03-22,"['Lael Brainard', 'Martin J. Gruenberg', 'Jacqueline H. Mesa', 'Daniel K. Tarullo', 'John Walsh', 'Elisse B. Walter']","['https://www.banking.senate.gov/imo/media/doc/BrainardTestimony32212.pdf', 'https://www.banking.senate.gov/imo/media/doc/GruenbergTestimony32212.pdf', 'https://www.banking.senate.gov/imo/media/doc/MesaTestimony32212.pdf', 'https://www.banking.senate.gov/imo/media/doc/TarulloTestimony32212.pdf', 'https://www.banking.senate.gov/imo/media/doc/WalshTestimony32212.pdf', 'https://www.banking.senate.gov/imo/media/doc/WalterTestimony32212.pdf']","[('Lael Brainard', 'https://www.banking.senate.gov/imo/media/doc/BrainardTestimony32212.pdf'), ('Martin J. Gruenberg', 'https://www.banking.senate.gov/imo/media/doc/GruenbergTestimony32212.pdf'), ('Jacqueline H. Mesa', 'https://www.banking.senate.gov/imo/media/doc/MesaTestimony32212.pdf'), ('Daniel K. Tarullo', 'https://www.banking.senate.gov/imo/media/doc/TarulloTestimony32212.pdf'), ('John Walsh', 'https://www.banking.senate.gov/imo/media/doc/WalshTestimony32212.pdf'), ('Elisse B. Walter', 'https://www.banking.senate.gov/imo/media/doc/WalterTestimony32212.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=28E89835-8053-4928-B948-582B1F0C310B,395.0,395.0,394.0,391
400,03/20/12,10:00AM,https://www.banking.senate.gov/hearings/2012/03/20/nominations-hearing,Nomination Hearing:Nominations Hearing,,Banking,2022-03-22,"['Richard Berner', 'Jeremiah O. Norton', 'Jerome H. Powell', 'Christy L. Romero', 'Jeremy C. Stein']","['https://www.banking.senate.gov/imo/media/doc/BernerTestimony32012.pdf', 'https://www.banking.senate.gov/imo/media/doc/NortonTestimony320120.pdf', 'https://www.banking.senate.gov/imo/media/doc/PowellTestimony32012.pdf', 'https://www.banking.senate.gov/imo/media/doc/RomeroTestimony32012.pdf', 'https://www.banking.senate.gov/imo/media/doc/SteinTestimony32012.pdf']","[('Richard Berner', 'https://www.banking.senate.gov/imo/media/doc/BernerTestimony32012.pdf'), ('Jeremiah O. Norton', 'https://www.banking.senate.gov/imo/media/doc/NortonTestimony320120.pdf'), ('Jerome H. Powell', 'https://www.banking.senate.gov/imo/media/doc/PowellTestimony32012.pdf'), ('Christy L. Romero', 'https://www.banking.senate.gov/imo/media/doc/RomeroTestimony32012.pdf'), ('Jeremy C. Stein', 'https://www.banking.senate.gov/imo/media/doc/SteinTestimony32012.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=3CCBBA0B-680B-4248-9398-4252D7B4D7B7,396.0,396.0,395.0,392
401,03/15/12,02:30PM,https://www.banking.senate.gov/hearings/strengthening-the-housing-market-and-minimizing-losses-to-taxpayers,Full Committee Hearing:Strengthening the Housing Market and Minimizing Losses to Taxpayers,,Banking,2022-03-22,"['Mark Calabria', 'John C. DiIorio', 'Laurie S. Goodman']","['https://www.banking.senate.gov/imo/media/doc/CalabriaTestimony031512.pdf', 'https://www.banking.senate.gov/imo/media/doc/DiIorioTestimony31512HTCD.pdf', 'https://www.banking.senate.gov/imo/media/doc/GoodmanTestimony31512.pdf']","[('Mark Calabria', 'https://www.banking.senate.gov/imo/media/doc/CalabriaTestimony031512.pdf'), ('John C. DiIorio', 'https://www.banking.senate.gov/imo/media/doc/DiIorioTestimony31512HTCD.pdf'), ('Laurie S. Goodman', 'https://www.banking.senate.gov/imo/media/doc/GoodmanTestimony31512.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=53BDA60F-64C1-43D8-9ADF-A693C31EB56B,397.0,397.0,396.0,393
402,03/14/12,02:30PM,https://www.banking.senate.gov/hearings/examining-issues-in-the-prepaid-card-market,Full Committee Hearing:Examining Issues in the Prepaid Card Market,,Banking,2022-03-22,"['Rick Fischer', 'Daniel R. Henry', 'David Rothstein', 'Lauren Saunders', 'Jennifer Tescher']","['https://www.banking.senate.gov/imo/media/doc/FischerTestimony31412.pdf', 'https://www.banking.senate.gov/imo/media/doc/HenryTestimony31412.pdf', 'https://www.banking.senate.gov/imo/media/doc/RothsteinTestimony31412.pdf', 'https://www.banking.senate.gov/imo/media/doc/SaundersTestimony31412.pdf', 'https://www.banking.senate.gov/imo/media/doc/TescherTestimony31412.pdf']","[('Rick Fischer', 'https://www.banking.senate.gov/imo/media/doc/FischerTestimony31412.pdf'), ('Daniel R. Henry', 'https://www.banking.senate.gov/imo/media/doc/HenryTestimony31412.pdf'), ('David Rothstein', 'https://www.banking.senate.gov/imo/media/doc/RothsteinTestimony31412.pdf'), ('Lauren Saunders', 'https://www.banking.senate.gov/imo/media/doc/SaundersTestimony31412.pdf'), ('Jennifer Tescher', 'https://www.banking.senate.gov/imo/media/doc/TescherTestimony31412.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=2BF6B634-FBF6-40D8-A859-3AF59300F9D0,398.0,398.0,397.0,394
403,03/08/12,10:00AM,https://www.banking.senate.gov/hearings/addressing-the-housing-crisis-in-indian-country-leveraging-resources-and-coordinating-efforts,Full Committee Hearing:Addressing the Housing Crisis in Indian Country:  Leveraging Resources and Coordinating Efforts,,Banking,2022-03-22,"['Tim Johnson', 'Jodi Gillette', 'Sandra B. Henriquez', 'Robert G. McSwain', ""Doug O'Brien""]","['', 'https://www.banking.senate.gov/imo/media/doc/GilletteTestimony3812.pdf', 'https://www.banking.senate.gov/imo/media/doc/HenriquezTestimony3812.pdf', 'https://www.banking.senate.gov/imo/media/doc/McSwainTestimony3812.pdf', 'https://www.banking.senate.gov/imo/media/doc/OBrienTestimony3812.pdf']","[('Tim Johnson', ''), ('Jodi Gillette', 'https://www.banking.senate.gov/imo/media/doc/GilletteTestimony3812.pdf'), ('Sandra B. Henriquez', 'https://www.banking.senate.gov/imo/media/doc/HenriquezTestimony3812.pdf'), ('Robert G. McSwain', 'https://www.banking.senate.gov/imo/media/doc/McSwainTestimony3812.pdf'), (""Doug O'Brien"", 'https://www.banking.senate.gov/imo/media/doc/OBrienTestimony3812.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=21E1F4FF-0F09-48C5-A7AB-CBCC3190F42E,399.0,399.0,398.0,395
404,03/06/12,10:00AM,https://www.banking.senate.gov/hearings/spurring-job-growth-through-capital-formation-while-protecting-investors-part-ii,"Full Committee Hearing:Spurring Job Growth Through Capital Formation While Protecting Investors, Part II",,Banking,2022-03-22,"['Tim Johnson', 'Professor Jay R. Ritter', 'Tim Rowe', 'Kathleen Shelton Smith', 'Lynn E. Turner', 'William D. Waddill']","['https://www.banking.senate.gov/imo/media/doc/JohnsonStatementonCapitalFormationHearing.pdf', 'https://www.banking.senate.gov/imo/media/doc/RitterTestimony3612.pdf', 'https://www.banking.senate.gov/imo/media/doc/RoweTestimony3612.pdf', 'https://www.banking.senate.gov/imo/media/doc/SmithTestimony3612.pdf', 'https://www.banking.senate.gov/imo/media/doc/TurnerTestimony3612.pdf', 'https://www.banking.senate.gov/imo/media/doc/WaddillTestimony3612.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonStatementonCapitalFormationHearing.pdf'), ('Professor Jay R. Ritter', 'https://www.banking.senate.gov/imo/media/doc/RitterTestimony3612.pdf'), ('Tim Rowe', 'https://www.banking.senate.gov/imo/media/doc/RoweTestimony3612.pdf'), ('Kathleen Shelton Smith', 'https://www.banking.senate.gov/imo/media/doc/SmithTestimony3612.pdf'), ('Lynn E. Turner', 'https://www.banking.senate.gov/imo/media/doc/TurnerTestimony3612.pdf'), ('William D. Waddill', 'https://www.banking.senate.gov/imo/media/doc/WaddillTestimony3612.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=491A85DF-6940-4074-8B6E-934617C1B292,400.0,400.0,399.0,396
405,03/01/12,10:00AM,https://www.banking.senate.gov/hearings/2012/03/01/the-semiannual-monetary-policy-report-to-the-congress,Full Committee Hearing:The Semiannual Monetary Policy Report to the Congress,,Banking,2022-03-22,"['Tim Johnson', 'Ben S. Bernanke']","['https://www.banking.senate.gov/imo/media/doc/030112JohnsonStatement.pdf', 'https://www.banking.senate.gov/imo/media/doc/BernankeTestimony3112.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/030112JohnsonStatement.pdf'), ('Ben S. Bernanke', 'https://www.banking.senate.gov/imo/media/doc/BernankeTestimony3112.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=22D4CB21-5248-4770-9793-D009DB5E0E6C,401.0,401.0,400.0,397
406,02/28/12,10:00AM,https://www.banking.senate.gov/hearings/state-of-the-housing-market-removing-barriers-to-economic-recovery-part-ii,"Full Committee Hearing:State of the Housing Market:  Removing Barriers to Economic Recovery, Part II",,Banking,2022-03-22,"['Tim Johnson', 'Shaun Donovan', 'Edward J. DeMarco', 'Elizabeth A. Duke']","['https://www.banking.senate.gov/imo/media/doc/JohnsonStatement00.pdf', 'https://www.banking.senate.gov/imo/media/doc/DonovanTestimony22812.pdf', 'https://www.banking.senate.gov/imo/media/doc/DeMarcoTestimony22812.pdf', 'https://www.banking.senate.gov/imo/media/doc/DukeTestimony22812_final.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonStatement00.pdf'), ('Shaun Donovan', 'https://www.banking.senate.gov/imo/media/doc/DonovanTestimony22812.pdf'), ('Edward J. DeMarco', 'https://www.banking.senate.gov/imo/media/doc/DeMarcoTestimony22812.pdf'), ('Elizabeth A. Duke', 'https://www.banking.senate.gov/imo/media/doc/DukeTestimony22812_final.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=7A7AF9D5-3946-4E97-9222-58AF7E9A3934,402.0,402.0,401.0,398
407,02/16/12,10:00AM,https://www.banking.senate.gov/hearings/examining-the-european-debt-crisis-and-its-implications,Full Committee Hearing:Examining the European Debt Crisis and its Implications,,Banking,2022-03-22,"['Tim Johnson', 'Lael Brainard', 'Robert D. Hormats', 'Steven B. Kamin']","['https://www.banking.senate.gov/imo/media/doc/JohnsonStatementonEuropeanDebtCrisisHearing.pdf', 'https://www.banking.senate.gov/imo/media/doc/BrainardTestimony21612.pdf', 'https://www.banking.senate.gov/imo/media/doc/HormatsTestimony21612.pdf', 'https://www.banking.senate.gov/imo/media/doc/KaminTestimony21612.pdf']","[('Tim Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonStatementonEuropeanDebtCrisisHearing.pdf'), ('Lael Brainard', 'https://www.banking.senate.gov/imo/media/doc/BrainardTestimony21612.pdf'), ('Robert D. Hormats', 'https://www.banking.senate.gov/imo/media/doc/HormatsTestimony21612.pdf'), ('Steven B. Kamin', 'https://www.banking.senate.gov/imo/media/doc/KaminTestimony21612.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=46C5D29A-B9C9-4B89-9C54-46B87D95D65B,403.0,403.0,402.0,399
