,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
593,07/29/08,10:00AM,https://www.banking.senate.gov/hearings/state-of-the-insurance-industry-examining-the-current-regulatory-and-oversight-structure,Full Committee Hearing:State of the Insurance Industry:  Examining the Current Regulatory and Oversight Structure,,Banking,2022-03-22,"['Honorable Steven M. Goldman', 'Alessandro Iuppa', 'John L. Pearson', 'Travis B. Plunkett', 'Richard Bouhan', 'Thomas Minkler', 'Franklin Nutter', 'George A. Steadman']","['https://www.banking.senate.gov/imo/media/doc/GOLDMANFinalNAICTestimonyJuly292008.pdf', 'https://www.banking.senate.gov/imo/media/doc/IuppaTestimony7292008.pdf', 'https://www.banking.senate.gov/imo/media/doc/PEARSONStatementSenateBHUA72908.pdf', 'https://www.banking.senate.gov/imo/media/doc/PLUNKETTTravisPlunkettTestimonyInsuranceIndustrySenateBanking72908.pdf', 'https://www.banking.senate.gov/imo/media/doc/BOUHANNAPSLOTestimonyJuly292008.pdf', 'https://www.banking.senate.gov/imo/media/doc/MINKLERStmtJuly292008.pdf', 'https://www.banking.senate.gov/imo/media/doc/NUTTERFWNTestimonyJuly29SenateBankingonHousingandUrbanAffairs.pdf', 'https://www.banking.senate.gov/imo/media/doc/STEADMANCIABtestimony72908.pdf']","[('Honorable Steven M. Goldman', 'https://www.banking.senate.gov/imo/media/doc/GOLDMANFinalNAICTestimonyJuly292008.pdf'), ('Alessandro Iuppa', 'https://www.banking.senate.gov/imo/media/doc/IuppaTestimony7292008.pdf'), ('John L. Pearson', 'https://www.banking.senate.gov/imo/media/doc/PEARSONStatementSenateBHUA72908.pdf'), ('Travis B. Plunkett', 'https://www.banking.senate.gov/imo/media/doc/PLUNKETTTravisPlunkettTestimonyInsuranceIndustrySenateBanking72908.pdf'), ('Richard Bouhan', 'https://www.banking.senate.gov/imo/media/doc/BOUHANNAPSLOTestimonyJuly292008.pdf'), ('Thomas Minkler', 'https://www.banking.senate.gov/imo/media/doc/MINKLERStmtJuly292008.pdf'), ('Franklin Nutter', 'https://www.banking.senate.gov/imo/media/doc/NUTTERFWNTestimonyJuly29SenateBankingonHousingandUrbanAffairs.pdf'), ('George A. Steadman', 'https://www.banking.senate.gov/imo/media/doc/STEADMANCIABtestimony72908.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=BAA89C44-34DE-4E49-8AF5-C5FAF2445C1F,589.0,589.0,588.0,585
594,07/15/08,11:30AM,https://www.banking.senate.gov/hearings/recent-developments-in-us-financial-markets-and-regulatory-responses-to-them,Full Committee Hearing:Recent Developments in U.S. Financial Markets and Regulatory Responses to Them ,,Banking,2022-03-22,"['Ben S. Bernanke', 'Honorable Christopher Cox', 'Honorable Henry M. Paulson']","['', 'https://www.banking.senate.gov/imo/media/doc/CoxSECtestimony71508FINAL.pdf', 'https://www.banking.senate.gov/imo/media/doc/071508PaulsonHMPTestimony.pdf']","[('Ben S. Bernanke', ''), ('Honorable Christopher Cox', 'https://www.banking.senate.gov/imo/media/doc/CoxSECtestimony71508FINAL.pdf'), ('Honorable Henry M. Paulson', 'https://www.banking.senate.gov/imo/media/doc/071508PaulsonHMPTestimony.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=8F6A9350-3D39-43A0-BBFB-953403AB19CC,590.0,590.0,589.0,586
595,07/15/08,10:00AM,https://www.banking.senate.gov/hearings/2008/07/15/the-semiannual-monetary-policy-report-to-the-congress,Full Committee Hearing:The Semiannual Monetary Policy Report to the Congress ,,Banking,2022-03-22,['Ben S. Bernanke'],['https://www.banking.senate.gov/imo/media/doc/071508_BernankeMPR_Senatestatement.pdf'],"[('Ben S. Bernanke', 'https://www.banking.senate.gov/imo/media/doc/071508_BernankeMPR_Senatestatement.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=11C248ED-CFC8-4EC1-9B60-5236E882A0D0,591.0,591.0,590.0,587
596,07/09/08,02:00PM,https://www.banking.senate.gov/hearings/reducing-risks-and-improving-oversight-in-the-otc-credit-derivatives-market,Full Committee Hearing:Reducing Risks and Improving Oversight in the OTC Credit Derivatives Market,,Banking,2022-03-22,"['Kathryn E. Dick', 'Craig Donohue', 'Darrell Duffie', 'James Overdahl', 'Patrick Parkinson', 'Robert G. Pickel', 'Edward J. Rosen']","['https://www.banking.senate.gov/imo/media/doc/DickOCCTestimony79080.pdf', 'https://www.banking.senate.gov/imo/media/doc/DonohueStmt7908CDWrittenCDSMktsTestimonyfinal.pdf', 'https://www.banking.senate.gov/imo/media/doc/DuffieStmt7908.pdf', 'https://www.banking.senate.gov/imo/media/doc/OverdahlSECtestimony7908.pdf', 'https://www.banking.senate.gov/imo/media/doc/Parkinsonstmt7908.pdf', 'https://www.banking.senate.gov/imo/media/doc/Pickeltestimony7908.pdf', 'https://www.banking.senate.gov/imo/media/doc/Rosentestimony7908.pdf']","[('Kathryn E. Dick', 'https://www.banking.senate.gov/imo/media/doc/DickOCCTestimony79080.pdf'), ('Craig Donohue', 'https://www.banking.senate.gov/imo/media/doc/DonohueStmt7908CDWrittenCDSMktsTestimonyfinal.pdf'), ('Darrell Duffie', 'https://www.banking.senate.gov/imo/media/doc/DuffieStmt7908.pdf'), ('James Overdahl', 'https://www.banking.senate.gov/imo/media/doc/OverdahlSECtestimony7908.pdf'), ('Patrick Parkinson', 'https://www.banking.senate.gov/imo/media/doc/Parkinsonstmt7908.pdf'), ('Robert G. Pickel', 'https://www.banking.senate.gov/imo/media/doc/Pickeltestimony7908.pdf'), ('Edward J. Rosen', 'https://www.banking.senate.gov/imo/media/doc/Rosentestimony7908.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=31E4DF29-04F4-4D5F-AC22-291D497616F4,592.0,592.0,591.0,588
597,06/19/08,02:30PM,https://www.banking.senate.gov/hearings/risk-management-and-its-implications-for-systemic-risk,Full Committee Hearing:Risk Management and its Implications for Systemic Risk,,Banking,2022-03-22,"['Kevin Blakely', 'Richard Bookstaber', 'Richard Herring', 'Honorable Donald Kohn', 'Scott M. Polakoff', 'Erik Sirri']","['https://www.banking.senate.gov/imo/media/doc/BLAKELYStmt61908RMATestimony.pdf', '', 'https://www.banking.senate.gov/imo/media/doc/HERRINGStmt61908TestimonyofProfessorRichardJ.pdf', 'https://www.banking.senate.gov/imo/media/doc/KOHNStmt061908KohnSenateBkg.pdf', 'https://www.banking.senate.gov/imo/media/doc/POLAKOFF61908OTSTestimony61908.pdf', 'https://www.banking.senate.gov/imo/media/doc/SIRRIStmt61908SECtestimony61908.pdf']","[('Kevin Blakely', 'https://www.banking.senate.gov/imo/media/doc/BLAKELYStmt61908RMATestimony.pdf'), ('Richard Bookstaber', ''), ('Richard Herring', 'https://www.banking.senate.gov/imo/media/doc/HERRINGStmt61908TestimonyofProfessorRichardJ.pdf'), ('Honorable Donald Kohn', 'https://www.banking.senate.gov/imo/media/doc/KOHNStmt061908KohnSenateBkg.pdf'), ('Scott M. Polakoff', 'https://www.banking.senate.gov/imo/media/doc/POLAKOFF61908OTSTestimony61908.pdf'), ('Erik Sirri', 'https://www.banking.senate.gov/imo/media/doc/SIRRIStmt61908SECtestimony61908.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=E18ADFA1-DEE6-4B03-9AA1-1157B5FE23DD,593.0,593.0,592.0,589
598,06/12/08,10:00AM,https://www.banking.senate.gov/hearings/condition-of-our-nations-infrastructure-local-perspectives-from-mayors,Full Committee Hearing:Condition of our Nation's Infrastructure:  Local Perspectives from Mayors,,Banking,2022-03-22,"['Honorable Michael Bloomberg', 'Honorable Shirley Franklin', 'Honorable Mark Funkhouser', 'Honorable John Peyton']","['https://www.banking.senate.gov/imo/media/doc/BLOOMBERG61208MRBTestimonyFINAL.pdf', 'https://www.banking.senate.gov/imo/media/doc/FRANKLINAtlantaTestimonyJune122008BankingCommitteeregardingInfrastructure2.pdf', 'https://www.banking.senate.gov/imo/media/doc/FUNKHOUSER61208KCMOFunkhouserTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/PEYTONWASHINGTON4963858v1Jax_Peyton_Senate_Banking_testimony_61208.pdf']","[('Honorable Michael Bloomberg', 'https://www.banking.senate.gov/imo/media/doc/BLOOMBERG61208MRBTestimonyFINAL.pdf'), ('Honorable Shirley Franklin', 'https://www.banking.senate.gov/imo/media/doc/FRANKLINAtlantaTestimonyJune122008BankingCommitteeregardingInfrastructure2.pdf'), ('Honorable Mark Funkhouser', 'https://www.banking.senate.gov/imo/media/doc/FUNKHOUSER61208KCMOFunkhouserTestimony.pdf'), ('Honorable John Peyton', 'https://www.banking.senate.gov/imo/media/doc/PEYTONWASHINGTON4963858v1Jax_Peyton_Senate_Banking_testimony_61208.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=5A20EF0C-BF1C-41C7-BAC2-98BA54F4AB7C,594.0,594.0,593.0,590
599,06/10/08,10:00AM,https://www.banking.senate.gov/hearings/postponed-new-date-tbd-turmoil-in-us-credit-markets-examining-the-securities-underwriting-practices-at-investment-banks,POSTPONED:Full Committee Hearing:(Postponed new date TBD) Turmoil in U.S. Credit Markets:  Examining the Securities Underwriting Practices at Investment Banks,,Banking,2022-03-22,[],[],[],https://www.banking.senate.gov/hearings/watch?hearingid=77447DD1-9288-43E7-8F87-E2DD0326357E,595.0,595.0,594.0,591
600,06/05/08,10:00AM,https://www.banking.senate.gov/hearings/the-state-of-the-banking-industry-part-ii,Full Committee Hearing:The State of the Banking Industry: Part II,,Banking,2022-03-22,"['Honorable Sheila Bair', 'Honorable John C. Dugan', 'Honorable JoAnn Johnson', 'Timothy J. Karsky', 'Honorable Donald Kohn', 'Honorable John M. Reich']","['https://www.banking.senate.gov/imo/media/doc/BAIRSheilaBairStateofIndustryTestimony060508.pdf', 'https://www.banking.senate.gov/imo/media/doc/DUGANJune52008Testimonyfinal.pdf', 'https://www.banking.senate.gov/imo/media/doc/JOHNSONJune52008StateOfIndustryChairmanJohnsonFinalClean.pdf', 'https://www.banking.senate.gov/imo/media/doc/Karsky6508Combined_KarskySenateTestimony_ServicerReportFINAL.pdf', 'https://www.banking.senate.gov/imo/media/doc/KOHN060508KohnSenateBanking.pdf', 'https://www.banking.senate.gov/imo/media/doc/REICHOTSSBCTestomony6508.pdf']","[('Honorable Sheila Bair', 'https://www.banking.senate.gov/imo/media/doc/BAIRSheilaBairStateofIndustryTestimony060508.pdf'), ('Honorable John C. Dugan', 'https://www.banking.senate.gov/imo/media/doc/DUGANJune52008Testimonyfinal.pdf'), ('Honorable JoAnn Johnson', 'https://www.banking.senate.gov/imo/media/doc/JOHNSONJune52008StateOfIndustryChairmanJohnsonFinalClean.pdf'), ('Timothy J. Karsky', 'https://www.banking.senate.gov/imo/media/doc/Karsky6508Combined_KarskySenateTestimony_ServicerReportFINAL.pdf'), ('Honorable Donald Kohn', 'https://www.banking.senate.gov/imo/media/doc/KOHN060508KohnSenateBanking.pdf'), ('Honorable John M. Reich', 'https://www.banking.senate.gov/imo/media/doc/REICHOTSSBCTestomony6508.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=29A53894-3329-499E-8B9C-C72D237132B6,596.0,596.0,595.0,592
601,06/03/08,02:30PM,https://www.banking.senate.gov/hearings/pending-nominations,Full Committee Hearing:Pending Nominations,,Banking,2022-03-22,"['Sheila McNamara Greenwood', 'Neel T. Kashkari', 'Joseph J. Murin', 'Susan D. Peppler', 'Christopher R. Wall', 'Honorable Luis Aguilar', 'Michael E. Fryzel', 'Donald B. Marron', 'Troy A. Paredes', 'Elisse B. Walter']","['', '', '', '', '', '', '', '', '', '']","[('Sheila McNamara Greenwood', ''), ('Neel T. Kashkari', ''), ('Joseph J. Murin', ''), ('Susan D. Peppler', ''), ('Christopher R. Wall', ''), ('Honorable Luis Aguilar', ''), ('Michael E. Fryzel', ''), ('Donald B. Marron', ''), ('Troy A. Paredes', ''), ('Elisse B. Walter', '')]",https://www.banking.senate.gov/hearings/watch?hearingid=9978297C-BB58-4E33-BB54-87947DAC2999,597.0,597.0,596.0,593
602,05/22/08,10:00AM,https://www.banking.senate.gov/hearings/pending-nomination,Full Committee Hearing:Pending Nomination,,Banking,2022-03-22,['Honorable Steven Preston'],['https://www.banking.senate.gov/imo/media/doc/PrestonOpeningStatement.pdf'],"[('Honorable Steven Preston', 'https://www.banking.senate.gov/imo/media/doc/PrestonOpeningStatement.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=AD5E1BAF-01C8-4778-B6A8-4C478196B6F1,598.0,598.0,597.0,594
603,05/07/08,10:00AM,https://www.banking.senate.gov/hearings/turmoil-in-the-us-credit-markets-examining-the-regulation-of-investment-banks-by-the-us-securities-and-exchange-commission,Full Committee Hearing:Turmoil in the U.S. Credit Markets:  Examining the Regulation of Investment Banks by the U.S. Securities and Exchange Commission,,Banking,2022-03-22,"['Erik Sirri', 'Honorable Arthur Levitt', 'David Ruder']","['https://www.banking.senate.gov/imo/media/doc/SECtestimonyErikSirri5708.pdf', 'https://www.banking.senate.gov/imo/media/doc/LevittSenateTestimony5708.pdf', 'https://www.banking.senate.gov/imo/media/doc/RuderSenateTestimonyMay72008.pdf']","[('Erik Sirri', 'https://www.banking.senate.gov/imo/media/doc/SECtestimonyErikSirri5708.pdf'), ('Honorable Arthur Levitt', 'https://www.banking.senate.gov/imo/media/doc/LevittSenateTestimony5708.pdf'), ('David Ruder', 'https://www.banking.senate.gov/imo/media/doc/RuderSenateTestimonyMay72008.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=8FA682FE-D7A0-460E-BB00-881137BEA0BD,599.0,599.0,598.0,595
604,05/01/08,02:00PM,https://www.banking.senate.gov/hearings/the-more-you-know-the-better-buyer-you-become-financial-literacy-for-todays-homebuyers,"Full Committee Hearing:The More You Know, the Better Buyer You Become:  Financial Literacy for Today's Homebuyers",,Banking,2022-03-22,"['Ronni Cohen', 'Sarah Bloom Raskin', 'Kenneth D. Wade']","['https://www.banking.senate.gov/imo/media/doc/OpgStmtCohen5108.pdf', '', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtWade5108FinancialLiteracyNRCTestimonyFinal.pdf']","[('Ronni Cohen', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtCohen5108.pdf'), ('Sarah Bloom Raskin', ''), ('Kenneth D. Wade', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtWade5108FinancialLiteracyNRCTestimonyFinal.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=10D857BF-B15A-42C1-A539-F9F71330F1A8,600.0,600.0,599.0,596
605,04/24/08,10:00AM,https://www.banking.senate.gov/hearings/turmoil-in-us-credit-markets-examining-the-us-regulatory-framework-for-assessing-sovereign-investments,Full Committee Hearing:Turmoil in U.S. Credit Markets:  Examining the U.S. Regulatory Framework for Assessing Sovereign Investments.,,Banking,2022-03-22,"['Scott Alvarez', 'Ethiopis Tafara', 'Jeanne S. Archibald', 'Dennis Johnson', 'David Marchick', 'Paul Rose']","['https://www.banking.senate.gov/imo/media/doc/AlvarezTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/TafaraTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/ArchibaldTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/JohnsonTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/MarchickTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/Roseattachment.pdf']","[('Scott Alvarez', 'https://www.banking.senate.gov/imo/media/doc/AlvarezTestimony.pdf'), ('Ethiopis Tafara', 'https://www.banking.senate.gov/imo/media/doc/TafaraTestimony.pdf'), ('Jeanne S. Archibald', 'https://www.banking.senate.gov/imo/media/doc/ArchibaldTestimony.pdf'), ('Dennis Johnson', 'https://www.banking.senate.gov/imo/media/doc/JohnsonTestimony.pdf'), ('David Marchick', 'https://www.banking.senate.gov/imo/media/doc/MarchickTestimony.pdf'), ('Paul Rose', 'https://www.banking.senate.gov/imo/media/doc/Roseattachment.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=218C829A-B4A1-4AD6-BC0A-0153C7228E35,601.0,601.0,600.0,597
606,04/22/08,10:00AM,https://www.banking.senate.gov/hearings/turmoil-in-us-credit-markets-the-role-of-the-credit-rating-agencies,Full Committee Hearing:Turmoil in U.S. Credit Markets:  The Role of the Credit Rating Agencies,,Banking,2022-03-22,"['Honorable Christopher Cox', 'Arturo Cifuentes', 'Professor John C. Coffee', 'Stephen W. Joynt', 'Claire Robinson', 'Vickie A. Tillman']","['https://www.banking.senate.gov/imo/media/doc/CoxStatementonCreditRatingAgencies.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtCifuentesUSSenateHearingApril222008.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtCoffeeSenateTestimonyTurmoilintheUSCreditMarkets.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtSJoyntStatementtoSenateBankingCommitteeApril222008final.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtMoodysTestimony_042207.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtTillmanSPtestimony042208final.pdf']","[('Honorable Christopher Cox', 'https://www.banking.senate.gov/imo/media/doc/CoxStatementonCreditRatingAgencies.pdf'), ('Arturo Cifuentes', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtCifuentesUSSenateHearingApril222008.pdf'), ('Professor John C. Coffee', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtCoffeeSenateTestimonyTurmoilintheUSCreditMarkets.pdf'), ('Stephen W. Joynt', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtSJoyntStatementtoSenateBankingCommitteeApril222008final.pdf'), ('Claire Robinson', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtMoodysTestimony_042207.pdf'), ('Vickie A. Tillman', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtTillmanSPtestimony042208final.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=709B68D2-6E2B-4048-BF86-19FDC01ECEC3,602.0,602.0,601.0,598
607,04/16/08,10:00AM,https://www.banking.senate.gov/hearings/turmoil-in-us-credit-markets-examining-proposals-to-mitigate-foreclosures-and-restore-liquidity-to-the-mortgage-markets,Full Committee Hearing:Turmoil in U.S. Credit Markets:  Examining Proposals to Mitigate Foreclosures and Restore Liquidity to the Mortgage Markets,,Banking,2022-03-22,"['Honorable Brian D. Montgomery', 'Art Murton', 'Scott M. Polakoff']","['https://www.banking.senate.gov/imo/media/doc/OpgStmtMontgomeryTestimonyofCommMontgomeryHopeforHomeownersAct4162008.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtMurtonArtMurtonSBCTestimony041608.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtPolakoffOTSSBCTestimony41608.pdf']","[('Honorable Brian D. Montgomery', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtMontgomeryTestimonyofCommMontgomeryHopeforHomeownersAct4162008.pdf'), ('Art Murton', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtMurtonArtMurtonSBCTestimony041608.pdf'), ('Scott M. Polakoff', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtPolakoffOTSSBCTestimony41608.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=F32AA2EF-4079-4C22-B3C7-8DBC0FC7B1CA,603.0,603.0,602.0,599
608,04/15/08,10:00AM,https://www.banking.senate.gov/hearings/turmoil-in-us-credit-markets-impact-on-the-cost-and-availability-of-student-loans,Full Committee Hearing:Turmoil in U.S. Credit Markets  Impact on the Cost and Availability of Student Loans,,Banking,2022-03-22,"['Tom Deutsch', 'Sarah Flanagan', 'Mark Kantrowitz', 'Patricia McGuire', 'John (Jack) F. Remondi']","['https://www.banking.senate.gov/imo/media/doc/OpgStmtDeutsch41508_ASFSIFMASenateBankingTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/FlanaganTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtKantrowitz20080415_Kantrowitz_Oral_Testimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtMcGuireSenateBankingCommitteeTestimony.pdf', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtRemondi041508SallieMaeJohn_Jack_RemondiSenateBankingTesti_.pdf']","[('Tom Deutsch', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtDeutsch41508_ASFSIFMASenateBankingTestimony.pdf'), ('Sarah Flanagan', 'https://www.banking.senate.gov/imo/media/doc/FlanaganTestimony.pdf'), ('Mark Kantrowitz', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtKantrowitz20080415_Kantrowitz_Oral_Testimony.pdf'), ('Patricia McGuire', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtMcGuireSenateBankingCommitteeTestimony.pdf'), ('John (Jack) F. Remondi', 'https://www.banking.senate.gov/imo/media/doc/OpgStmtRemondi041508SallieMaeJohn_Jack_RemondiSenateBankingTesti_.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=08955FF1-D3CC-434C-B32A-60972599A048,604.0,604.0,603.0,600
