,id,Witnesses,count
14873,23833,Ruben Garcia,1
14874,23832,Rsm,1
14875,23831,Rs,1
14876,23830,Rrt-Nps,1
14877,23829,Rrt,1
14878,23826,Roy Whitaker,1
14879,23825,Roy Weise,1
14880,23824,Roy W. Mcleese Iii,1
14881,23823,Roy W. Kienitz,1
14882,23822,Roy Vagelos,1
14883,23821,Roy Swindal,1
14884,23820,Roy Stoltenberg,1
14885,23818,Roy Rutland,1
14886,23817,Roy Robinson (Ret.),1
14887,23816,Roy Robinson,1
14888,23815,Roy Reyna,1
14889,23814,Roy Quezaire,1
14890,23813,Roy Nutter,1
14891,23812,Roy Neel,1
14892,23782,Rossie David Alston,1
14893,23781,Rossi Ralenkotter,1
14894,23780,Ross Tanner,1
14895,23745,Rose M. Likins,1
14896,23741,Rose Eilene Gottemoeller,1
14897,23740,Rose E. Gottemoeller,1
14898,23739,Rose  Weahkee,1
14899,23738,Roscoe Trimmier,1
14900,23737,Roscoe G. Butler,1
14901,23736,Roscoe C. Howard,1
14902,23733,Rosario Marin,1
14903,23731,Rosalina Burton,1
14904,23730,Rosa Q. Caldas,1
14905,23729,Rosa Maria Payá,1
14906,23727,Rosa Gumatatao Rios,1
14907,23726,Rosa Delauro,1
14908,23724,Rory Stewart,1
14909,23723,Rory Dejohn,1
14910,23722,Rory Cooper,1
14911,23721,Roque R. Gerald,1
14912,23720,Rony Ponthieux,1
14913,23719,Ronnie Tubertini,1
14914,23718,Ronnie M. Jackson,1
14915,23744,Rose Jackson,1
14916,23747,Rose Tilus,1
14917,23779,Ross Swimmer,1
14918,23748,Rose Weahkee,1
14919,28365,William T. Lake,1
14920,23778,Ross Sandler,1
14921,23776,Ross Nodurft,1
14922,23774,Ross J. Lieberman,1
14923,23773,Ross Hill,1
14924,23772,Ross Greenburg,1
14925,23771,Ross Gittell,1
14926,23769,Ross Eisenburg,1
14927,23765,Ross Brownson,1
14928,23761,Roslyn A. Mazer,1
14929,23759,Rosita Kaa Háni Worl,1
14930,23758,Rosemary Vassiliadis,1
14931,23757,Rosemary Sokas,1
14932,23755,Rosemary Serra,1
14933,23754,Rosemary Harold,1
14934,23753,Rosemary Gibson,1
14935,23752,Rosemary Gambardella,1
14936,23750,Roseanna Ander,1
14937,23749,Roseann Wright,1
14938,24066,Samantha Joye,1
14939,24069,Samantha Ravich,1
14940,23602,Rona Stillman,1
14941,28357,William Stadtlander,1
14942,24402,Scott Hines,1
14943,24401,Scott Hildebrand,1
14944,24399,Scott Harshbarger,1
14945,24397,Scott Hamilton,1
14946,24396,Scott Haggerty,1
14947,24395,Scott H. Richardson,1
14948,24394,Scott H. Rash,1
14949,24392,Scott H. Amey,1
14950,24390,Scott Grandiner,1
14951,24389,Scott Gould,1
14952,24375,Scott E. Streator,1
14953,28358,William Stenger,1
14954,24387,Scott Gornall,1
14955,24386,Scott Giles,1
14956,24385,Scott Gerber,1
14957,24384,Scott Garrett,1
14958,24382,Scott Fitzgibbon,1
14959,24380,Scott F. Benedict,1
14960,24379,Scott Evertz,1
14961,24378,Scott Evans,1
14962,24403,Scott Hodge,1
14963,24404,Scott Horowitz,1
14964,24408,Scott J. Block,1
14965,24409,Scott J. Cameron,1
14966,24433,Scott Mcbride,1
14967,24432,Scott Mcallister,1
14968,24431,Scott Maurer,1
14969,24430,Scott Mandirola,1
14970,24429,Scott Magids,1
14971,24427,Scott Lloyd,1
14972,24426,Scott Lilly,1
14973,24425,Scott Lilibridge,1
14974,24424,Scott Leiendecker,1
14975,24423,Scott Lederhaus,1
14976,24422,Scott Labarre,1
14977,24421,Scott L. Zeger,1
14978,24419,Scott L. Palk,1
14979,24418,Scott L. Holman,1
14980,24415,Scott Kovarovics,1
14981,24413,Scott Kidwell,1
14982,24412,Scott Kennedy,1
14983,24411,Scott J. Laurer,1
14984,24410,Scott J. Davis,1
14985,24376,Scott Edelman,1
14986,24374,Scott Dueweke,1
14987,24070,Samantha Rosman,1
14988,24325,Scott Anderson,1
14989,24338,Scott Betts,1
14990,24337,Scott Berrier,1
14991,24333,Scott Bedke,1
14992,24332,Scott Barr,1
14993,24331,Scott Ballin,1
14994,24330,Scott Badger,1
14995,24329,Scott Bacher,1
14996,24328,Scott Astrada,1
14997,24327,Scott Asack,1
14998,24321,Scott A. Taylor,1
14999,24373,Scott Drenkard,1
15000,24319,Scott A. Spellmon,1
15001,24318,Scott A. Lewis,1
15002,24315,Scott A. Gaydos,1
15003,24314,Scott A. Duke,1
15004,24313,Scott A. Comes,1
15005,24312,Scott  Bighorse,1
15006,24311,Scot Naparstek,1
15007,24308,Scm,1
15008,24307,Schuyler Tilney,1
15009,24339,Scott Blackmun,1
15010,24340,Scott Blanch,1
15011,24341,Scott Bloch,1
15012,24342,Scott Bogren,1
15013,24371,Scott Desano,1
15014,24370,Scott Delisi,1
15015,24369,Scott Delacourt,1
15016,24368,Scott Deal,1
15017,24367,Scott Daugherty,1
15018,24366,Scott Darling Iii,1
15019,24365,Scott D. Pattison,1
15020,24363,Scott Cutler,1
15021,24362,Scott Cowen,1
15022,24360,Scott Cooper,1
15023,24359,Scott Conley,1
15024,24358,Scott Clements,1
15025,24354,Scott Carr,1
15026,24352,Scott C. Matulich,1
15027,24351,Scott C. Black,1
15028,24348,Scott Brunner,1
15029,24347,Scott Brown,1
15030,24346,Scott Bradley,1
15031,24345,Scott Bousum,1
15032,24434,Scott Mcburney,1
15033,24435,Scott Melbye,1
15034,24437,Scott Modell,1
15035,24507,Sean Cota,1
15036,24521,Sean M. Joyce,1
15037,24520,Sean Kirkpatrick,1
15038,24519,Sean Kevelighan,1
15039,24517,Sean J. Cooksey,1
15040,24514,Sean George,1
15041,24513,Sean Egan,1
15042,24511,Sean E. Fontenot,1
15043,24510,Sean Donohue,1
15044,24508,Sean D. Jordan,1
15045,24506,Sean Connaughton,1
15046,24438,Scott Morris,1
15047,24505,Sean Cavanaugh,1
15048,24504,Sean Casten,1
15049,24503,Sean Callahan,1
15050,24501,Sean C. Staples,1
15051,24500,Sean Brune,1
15052,24497,Scott Yates,1
15053,24496,Scott Yaich,1
15054,24494,Scott Winship,1
15055,24492,Scott Wells,1
15056,24522,Sean Maloney,1
15057,24523,Sean Mccullough,1
15058,24525,Sean Mcgurk,1
15059,24526,Sean Mcmahon,1
15060,24546,Secretary John Laird,1
15061,24545,Secretary Elaine Chao,1
15062,24544,Secretary Alexander Acosta,1
15063,24543,Sebastian Murray,1
15064,24542,Sebastian Belle,1
15065,24541,Sean T. Cronin,1
15066,24540,Sean T. Connaughton,1
15067,24539,Sean Stevens,1
15068,24538,Sean Shafer,1
15069,24537,Sean Robert Mulvaney,1
15070,24536,Sean Reilly,1
15071,24535,Sean R. Heritage,1
15072,24534,Sean Penn,1
15073,24533,Sean P. Lawler,1
15074,24532,Sean O’Donnell,1
15075,24531,Sean O’ Leary,1
15076,24530,Sean O. Cota,1
15077,24528,Sean Murdoch,1
15078,24527,Sean Moulton,1
15079,24491,Scott Waterhouse,1
15080,24490,Scott Walter,1
15081,24489,Scott Wallsten,1
15082,24464,Scott Sailor,1
15083,24462,Scott S. Cowen,1
15084,24461,Scott Russell,1
15085,24460,Scott Rotruck,1
15086,24459,Scott Rogers,1
15087,24458,Scott Robinson,1
15088,24457,Scott Reese,1
15089,24456,Scott Ralls,1
15090,24454,Scott R. Daugherty,1
15091,24453,Scott Quehl,1
15092,24452,Scott Puritz,1
15093,24451,Scott Pruitt Attorney General,1
15094,24449,Scott Peterson,1
15095,24448,Scott Pegau,1
15096,24446,Scott Patridge,1
15097,24443,Scott Nova,1
15098,24442,Scott Nichols,1
15099,24441,Scott Nathan,1
15100,24440,Scott Naatjes,1
15101,24439,Scott Mugno,1
15102,24463,Scott S. Smith,1
15103,24465,Scott Sanders,1
15104,24488,Scott Walker,1
15105,24466,Scott Schickli,1
15106,24487,Scott W. Atlas,1
15107,24486,Scott W. Anderson,1
15108,24485,Scott Vitters,1
15109,24484,Scott Vito,1
15110,24482,Scott Trofholz,1
15111,24480,Scott Tinker,1
15112,24479,Scott Thompson,1
15113,24478,Scott Taylor,1
15114,24477,Scott Stanley,1
15115,24476,Scott Spettel,1
15116,24475,Scott Socha,1
15117,24474,Scott Snyder,1
15118,24473,Scott Snair,1
15119,24472,Scott Smith,1
15120,24471,Scott Slesinger,1
15121,24470,Scott Sinder,1
15122,24469,Scott Simon,1
15123,24468,Scott Serota,1
15124,24467,Scott Schneider,1
15125,24306,Schnacke Greg,1
15126,24305,Scd,1
15127,24303,Sc.D,1
15128,24145,Sandra Froman,1
15129,24157,Sandra L. Pack,1
15130,24156,Sandra L. Kennedy,1
15131,24153,Sandra Killett,1
15132,24152,Sandra Kennedy,1
15133,24151,Sandra K. Nowak,1
15134,24150,Sandra K. Johnigan,1
15135,24148,Sandra Hassink,1
15136,24147,Sandra Harlacher,1
15137,24146,Sandra G. Hassink,1
15138,24144,Sandra Feldman,1
15139,24187,Sandy Wynn-Stelt,1
15140,24142,Sandra E. Clark,1
15141,24141,Sandra Day O’Connor,1
15142,24140,Sandra Cano,1
15143,24139,Sandra Calvert,1
15144,24138,Sandra Bushue,1
15145,24137,Sandra Bunn-Livingstone,1
15146,24136,Sandra Boham,1
15147,24134,Sandra A. Miller,1
15148,24133,Sandi Vito,1
15149,24158,Sandra L. Schneider,1
15150,24159,Sandra L. Stosz,1
15151,24160,Sandra L. Thompson,1
15152,24161,Sandra Mitchell,1
15153,24185,Sandy Samuels,1
15154,24182,Sandy Markwood,1
15155,24181,Sandy Jo Macarthur,1
15156,24180,Sandy Harmsen,1
15157,24179,Sandy Day,1
15158,24178,Sandy Coston,1
15159,24177,Sandy Boyd,1
15160,24175,Sandy Baruah,1
15161,24174,Sandy Adams,1
15162,24173,Sandra Wortham,1
15163,24171,Sandra Stotsky,1
15164,24170,Sandra Snyder,1
15165,24169,Sandra Schubert,1
15166,24168,Sandra Ro,1
15167,24167,Sandra R. Walters,1
15168,24165,Sandra Partain,1
15169,24164,Sandra Oudkirk,1
15170,24163,Sandra Nathan,1
15171,24162,Sandra Morris,1
15172,24132,Sandford Blitz,1
15173,24130,Sandeep Bordia,1
15174,24129,Samuel Zepeda Jr.,1
15175,24098,Samuel D. Maldonado Mph,1
15176,24096,Samuel D. Coxf,1
15177,24095,Samuel Buell,1
15178,24094,Samuel Brinkley,1
15179,24092,Samuel Bodman,1
15180,24091,Samuel Berger,1
15181,24089,Samuel Bankman-Fried,1
15182,24087,Samuel B. Mclaughlin,1
15183,24086,Samuel Allen,1
15184,24085,Samuel Alexander,1
15185,24084,Samuel Alba,1
15186,24083,Samuel A. Worthington,1
15187,24080,Samuel A. Alito Jr.,1
15188,24079,Samual Rodriguez,1
15189,24078,Samual Bagenstos,1
15190,24077,Sampson Cowboy,1
15191,24075,Samir Goswami,1
15192,24074,Samina Ahmed,1
15193,24073,Sami Name Has Been Changed To Protect Witness Identity,1
15194,24071,Samara Barend,1
15195,24097,Samuel D. Heins,1
15196,24100,Samuel Dale Brownback,1
15197,24128,Samuel W. Bodman,1
15198,24101,Samuel Dash,1
15199,24127,Samuel Vale,1
15200,24126,Samuel T. Walsh,1
15201,24125,Samuel Starr,1
15202,24124,Samuel Rosenberg,1
15203,24123,Samuel Rikkers,1
15204,24122,Samuel R. Staley,1
15205,24121,Samuel R. Marshall,1
15206,24119,Samuel Nussbaum,1
15207,24118,Samuel Moose,1
15208,24117,Samuel M. Rankin Iii,1
15209,24116,Samuel M. Maruca,1
15210,24115,Samuel M. Chu,1
15211,24112,Samuel Levine,1
15212,24111,Samuel L. Bray,1
15213,24110,Samuel J. Rascoff,1
15214,24106,Samuel Hamilton,1
15215,24105,Samuel Franklin Vale,1
15216,24103,Samuel E. Mok,1
15217,24102,Samuel Dubbin,1
15218,24186,Sandy Thurman,1
15219,24188,Sandy Zinman,1
15220,24302,Sc,1
15221,24256,Sarah Fox,1
15222,24269,Sarah Lukin,1
15223,24268,Sarah Lueck,1
15224,24267,Sarah Leonard,1
15225,24265,Sarah L. Lukin,1
15226,24264,Sarah Kirschner,1
15227,24263,Sarah Kemble,1
15228,24260,Sarah Harris,1
15229,24258,Sarah Haacke Byrd,1
15230,24257,Sarah H. Cleveland,1
15231,24255,Sarah Flanagan,1
15232,28360,William Strauss,1
15233,24253,Sarah Elisabeth Geraghty,1
15234,24252,Sarah Edelman,1
15235,24251,Sarah E. Pitlyk,1
15236,24250,Sarah Durham,1
15237,24249,Sarah Djamshidi,1
15238,24248,Sarah Deutsch,1
15239,24247,Sarah Deer,1
15240,24246,Sarah Daggett Morrison,1
15241,24245,Sarah Corey,1
15242,24270,Sarah M. Ocran,1
15243,24272,Sarah Mendelson,1
15244,24273,Sarah Morris,1
15245,24274,Sarah Murdock,1
15246,28359,William Stiglitz,1
15247,24298,Saul S. Cohen,1
15248,24297,Saul Perlmutter,1
15249,24296,Saul Hinojosa,1
15250,24295,Satish Ramakrishna,1
15251,24294,Satish Nandapurkar,1
15252,24293,Sasha Mackler,1
15253,24292,Sary Dobhran,1
15254,24291,Sarita Gupta,1
15255,24290,Sari Cureton,1
15256,24289,Sarala Vidya Nagala,1
15257,24288,Sarah-Ann Lynch,1
15258,24287,Sarah Woolf,1
15259,24285,Sarah W. Cooksey,1
15260,24283,Sarah Tucker,1
15261,24279,Sarah Rosen Wartell,1
15262,24277,Sarah Pemberton,1
15263,24276,Sarah Ottinger,1
15264,24275,Sarah Oh,1
15265,24244,Sarah Cohen,1
15266,24243,Sarah Cleveland,1
15267,24241,Sarah Chasis,1
15268,24216,Sara Marta Fonseca Quevedo,1
15269,24214,Sara M. Taylor,1
15270,24212,Sara Lilygren,1
15271,24211,Sara Laborde,1
15272,24210,Sara L. Faivre-Davis,1
15273,24209,Sara Kelsey,1
15274,24208,Sara Hart,1
15275,24206,Sara Goldrick-Rab,1
15276,24205,Sara Frankenstein,1
15277,24203,Sara Capen,1
15278,24202,Sara C. Wolff,1
15279,24201,Sara C. Santarelli,1
15280,24200,Sara C. Bronin,1
15281,24197,Sapna Kripalani,1
15282,24196,Santiago Canton,1
15283,24195,Santanu K. Baruah,1
15284,24194,Sanket Shah,1
15285,24192,Sanjay Gupta,1
15286,24191,Sanford V. Levinson,1
15287,24190,Sanford Miller,1
15288,24215,Sara Margalit Aviel,1
15289,24217,Sara Martinez Tucker,1
15290,24240,Sarah Charles,1
15291,24219,Sara Parker Pauley,1
15292,24239,Sarah Carver,1
15293,24238,Sarah C. Arbes,1
15294,24237,Sarah Bucic,1
15295,24236,Sarah Brown,1
15296,24234,Sarah Blackburn,1
15297,24233,Sarah Bird,1
15298,24232,Sarah Bianchi,1
15299,24231,Sarah Bannon,1
15300,24230,Sarah Anderson,1
15301,24229,Sarah A.L Merriam,1
15302,24228,Sarah A. Jenkins,1
15303,24227,Sarah A. Flanagan,1
15304,24226,Sara Vakhshouri,1
15305,24225,Sara Thompson,1
15306,24224,Sara Taylor,1
15307,24223,Sara Seager,1
15308,24222,Sara Rosenbaum,1
15309,24221,Sara Radcliffe,1
15310,24220,Sara R. Reedy,1
15311,23603,Ronald A. Cimino,1
15312,23601,Ron Z. Goetzel,1
15313,22590,Rob Sherman,1
15314,22913,Robert Harper,1
15315,22930,Robert Hoyt,1
15316,22925,Robert Hiltonsmith,1
15317,22922,Robert Herman,1
15318,22920,Robert Hemphill,1
15319,22919,Robert Heller,1
15320,22918,Robert Hebert,1
15321,22917,Robert Hayes,1
15322,22916,Robert Hatton Haralson Iv,1
15323,22915,Robert Hast,1
15324,22911,Robert Hanson,1
15325,22898,Robert H. Hast,1
15326,22910,Robert Handfield,1
15327,22909,Robert Hamp,1
15328,22908,Robert Halvorsen,1
15329,22907,Robert Hall,1
15330,22905,Robert Hagopian,1
15331,22904,Robert H. Scales,1
15332,22903,Robert H. Price,1
15333,22902,Robert H. Nelson,1
15334,22901,Robert H. Michel,1
15335,22932,Robert Hutchison,1
15336,22933,Robert I. Cusick,1
15337,22934,Robert I.L. Morrison,1
15338,22935,Robert J. Battista,1
15339,22964,Robert Jamison,1
15340,22963,Robert James Ii,1
15341,22960,Robert Jackler,1
15342,22959,Robert J. Welch,1
15343,22958,Robert J. Warren,1
15344,22957,Robert J. Sullivan Jr.,1
15345,22956,Robert J. Shea,1
15346,22955,Robert J. Sander,1
15347,22952,Robert J. Olszewski,1
15348,22951,Robert J. Maclean,1
15349,22950,Robert J. Luck,1
15350,22949,Robert J. Lowe,1
15351,22948,Robert J. Kemmery,1
15352,22947,Robert J. Keach,1
15353,22946,Robert J. Jordan,1
15354,22944,Robert J. Giuffra,1
15355,22943,Robert J. Fox,1
15356,22941,Robert J. Feitel Esq.,1
15357,22937,Robert J. Conrad,1
15358,22899,Robert H. Herz,1
15359,22897,Robert H. Frank,1
15360,23103,Robert Moquino,1
15361,22847,Robert F. Rossiter,1
15362,22859,Robert Frankil,1
15363,22858,Robert Francis Cekuta,1
15364,22857,Robert Fornaro,1
15365,22855,Robert Flowers,1
15366,22854,Robert Fiske,1
15367,22853,Robert Ferriter,1
15368,22852,Robert Fenton,1
15369,22851,Robert Farrington,1
15370,22850,Robert Fagenson,1
15371,22846,Robert F. Rider,1
15372,22896,Robert H. Epley,1
15373,22843,Robert F. Norton,1
15374,22842,Robert F. Nolan,1
15375,22840,Robert F. Miller,1
15376,22839,Robert F. Mackenzie,1
15377,22836,Robert F. Fox,1
15378,22834,Robert F. Duncan,1
15379,22833,Robert F. Dacey,1
15380,22832,Robert F. Bonnie,1
15381,22830,Robert F. Behler,1
15382,22860,Robert French,1
15383,22861,Robert Fri,1
15384,22862,Robert Furst,1
15385,22863,Robert G.  Mcswain,1
15386,22895,Robert H. Driscoll,1
15387,22894,Robert H. Campbell,1
15388,22893,Robert H. Bertschy Sr.,1
15389,22892,Robert H. Bauman,1
15390,22891,Robert H. Battalio,1
15391,22890,Robert Guadian,1
15392,22887,Robert Graham,1
15393,22886,Robert Grabarski,1
15394,22883,Robert Goldberg,1
15395,22882,Robert Glicksman,1
15396,22880,Robert Geremia,1
15397,28374,William W Popp,1
15398,22879,Robert Georgine,1
15399,22876,Robert Ganley,1
15400,22875,Robert G. Vaughn,1
15401,22869,Robert G. Loughery,1
15402,22868,Robert G. Lee,1
15403,22866,Robert G. Hesser,1
15404,22864,Robert G. Demuro,1
15405,22965,Robert Jenkins,1
15406,22968,Robert Johnston Shea,1
15407,22969,Robert Joyce,1
15408,23048,Robert M. Falzon,1
15409,23060,Robert M. Lightfoot,1
15410,23059,Robert M. Lee,1
15411,23057,Robert M. Kolodner,1
15412,23056,Robert M. Kimmitt,1
15413,23055,Robert M. Jacksta,1
15414,23054,Robert M. Hartwell,1
15415,23053,Robert M. Hardy,1
15416,23050,Robert M. Gabrielli,1
15417,23049,Robert M. Frieden,1
15418,23046,Robert M. Duncan,1
15419,22970,Robert K. Jaedicke,1
15420,23045,Robert M. Duggan,1
15421,23042,Robert M. Campbell,1
15422,23041,Robert M. Brandjord,1
15423,23039,Robert Lyle Laverty,1
15424,23038,Robert Luce,1
15425,23037,Robert Lovingood,1
15426,23036,Robert Loux,1
15427,23035,Robert Lorsch,1
15428,23033,Robert Listenbee,1
15429,23062,Robert M. Massey,1
15430,23064,Robert M. Mckenna,1
15431,23065,Robert M. Morganthau,1
15432,23067,Robert M. Orr,1
15433,23099,Robert Miron,1
15434,23098,Robert Miller,1
15435,23096,Robert Michael Gordon,1
15436,23093,Robert Mendenhall,1
15437,23090,Robert Mcmahon,1
15438,23089,Robert Mclean,1
15439,23088,Robert Mcghee,1
15440,23085,Robert Mccooey,1
15441,23084,Robert Mccallum,1
15442,23083,Robert Mayer,1
15443,23082,Robert Matthews,1
15444,23080,Robert Marshall,1
15445,23079,Robert Marchman,1
15446,23078,Robert Marbut,1
15447,23075,Robert Mahoney,1
15448,23074,Robert Maguire,1
15449,23073,Robert Magnus,1
15450,23072,Robert M. Walker,1
15451,23068,Robert M. Ruth,1
15452,23032,Robert Liodice,1
15453,23029,Robert Lichter,1
15454,23028,Robert Levy,1
15455,22998,Robert L. Grenier,1
15456,22994,Robert L. Crandall,1
15457,22993,Robert L. Berman,1
15458,22992,Robert L. Bendick,1
15459,22991,Robert L.  Park,1
15460,22990,Robert Kurtz,1
15461,22989,Robert Kruszka,1
15462,22988,Robert Kolasky,1
15463,22987,Robert Kline-Schoder,1
15464,22986,Robert Kiss,1
15465,22984,Robert Kimball,1
15466,22983,Robert Kill,1
15467,22981,Robert Kellar,1
15468,22980,Robert Kavetsky,1
15469,22979,Robert Kauder,1
15470,22978,Robert Karem,1
15471,22976,Robert Kang,1
15472,22974,Robert Kagan,1
15473,22972,Robert K. Stumberg,1
15474,22971,Robert K. Scott,1
15475,22997,Robert L. Genuario,1
15476,22999,Robert L. Harris,1
15477,23025,Robert Lawhead,1
15478,23000,Robert L. Jesse,1
15479,23024,Robert Lauby,1
15480,23023,Robert Lanham Jr.,1
15481,23021,Robert Langsfeld,1
15482,23020,Robert Lange,1
15483,23019,Robert Lane,1
15484,23018,Robert Lally,1
15485,23016,Robert L. Wergin,1
15486,23015,Robert L. Walker,1
15487,23014,Robert L. Sumwalt,1
15488,23012,Robert L. Stoll,1
15489,23011,Robert L. Santos,1
15490,23009,Robert L. Potts,1
15491,23008,Robert L. Park,1
15492,23006,Robert L. Nabors,1
15493,23005,Robert L. Marion,1
15494,23004,Robert L. Maginnis,1
15495,23003,Robert L. Listenbee,1
15496,23002,Robert L. Krepps,1
15497,23001,Robert L. Johnson,1
15498,22829,Robert Ezelle,1
15499,22828,Robert Essner,1
15500,22827,Robert Epstein,1
15501,22656,Robert B. Dove,1
15502,22671,Robert Barr,1
15503,22670,Robert Bargatze,1
15504,22669,Robert Ballard,1
15505,22668,Robert Balk,1
15506,22666,Robert Baldwin,1
15507,22665,Robert Baker,1
15508,22664,Robert Bailey,1
15509,22661,Robert B. Spies,1
15510,22657,Robert B. Litterman,1
15511,22655,Robert B. Daigle,1
15512,22702,Robert Butler,1
15513,22654,Robert B. Cassidy,1
15514,22653,Robert B. Blancato,1
15515,22652,Robert B. Barker,1
15516,22650,Robert Ayars,1
15517,22648,Robert Armitage,1
15518,22647,Robert Anthony Molloy,1
15519,22646,Robert Annan Riley Iii,1
15520,22645,Robert Andrews,1
15521,22642,Robert Adler,1
15522,22672,Robert Barry,1
15523,22673,Robert Bass F.A.C.E.P.,1
15524,22675,Robert Bauman,1
15525,22677,Robert Benham,1
15526,22700,Robert Budsock,1
15527,22698,Robert Bryant,1
15528,22697,Robert Briscoe,1
15529,22696,Robert Brent,1
15530,28378,William W. Grantham,1
15531,22695,Robert Brandjord,1
15532,22693,Robert Bourg,1
15533,22690,Robert Bogart,1
15534,22689,Robert Block,1
15535,22687,Robert Blake,1
15536,22685,Robert Birgeneau,1
15537,22684,Robert Bigelow,1
15538,22683,Robert Betz,1
15539,22682,Robert Bernstein,1
15540,22681,Robert Berney,1
15541,22680,Robert Berenson,1
15542,28379,William W. Mercer,1
15543,22679,Robert Bentley,1
15544,22678,Robert Bennett,1
15545,22641,Robert Abbey,1
15546,22640,Robert Abbett,1
15547,22639,Robert A. Wood,1
15548,22613,Robert A. Bryden,1
15549,22611,Robert A. Berenson,1
15550,22609,Robert (Bob) Singletary,1
15551,22608,Robert (Bob) S. Adler,1
15552,22607,"Robert ""Mac"" N. Mclennan",1
15553,22606,Robert  Mcswain,1
15554,22605,Robert  Gauthier,1
15555,22604,Robert,1
15556,28382,William W. Van Alstyne,1
15557,22603,Roberick R. Paige,1
15558,22602,Rober Hahn,1
15559,22601,Robbie Roberts,1
15560,22600,Robbie Parker,1
15561,22599,Robbie Hunter,1
15562,22596,Robb Fraley,1
15563,22595,Robb Evans,1
15564,22594,Robb Adkins,1
15565,22593,Rob Wiehe,1
15566,22592,Rob Wallace,1
15567,22591,Rob Steinbuch,1
15568,22612,Robert A. Book,1
15569,22614,Robert A. Cook V.M.D.,1
15570,22638,Robert A. Wise,1
15571,22615,Robert A. Destro,1
15572,22636,Robert A. Wadsworth,1
15573,22635,Robert A. Vogel,1
15574,22634,Robert A. Sturgell,1
15575,22633,Robert A. Stellingworth,1
15576,22632,Robert A. Smith,1
15577,22631,Robert A. Sherman,1
15578,22630,Robert A. Salerno,1
15579,22627,Robert A. Perry,1
15580,22626,Robert A. Peiser,1
15581,22625,Robert A. Mocny,1
15582,22623,Robert A. Mandell,1
15583,22622,Robert A. Malone,1
15584,22621,Robert A. Johnson,1
15585,22620,Robert A. Hickman,1
15586,22619,Robert A. Harding,1
15587,28381,William W. Nooter,1
15588,22618,Robert A. Goldstein,1
15589,22617,Robert A. Full,1
15590,22616,Robert A. Dixon,1
15591,22701,Robert Bullard,1
15592,22703,Robert Butterworth,1
15593,22826,Robert Eply,1
15594,22781,Robert Deyoung,1
15595,22794,Robert Duncan,1
15596,22793,Robert Dugan,1
15597,22792,Robert Driscoll,1
15598,22791,Robert Drain,1
15599,22788,Robert Dostis,1
15600,22786,Robert Doar,1
15601,22785,Robert Divine,1
15602,22783,Robert Dilworth,1
15603,22782,Robert Dietz,1
15604,22780,Robert Detlefsen,1
15605,22704,Robert Byrd,1
15606,22778,Robert Desrosier,1
15607,22777,Robert Derosier,1
15608,22776,Robert Delaney,1
15609,22775,Robert Deberadine,1
15610,22774,Robert Davis,1
15611,22773,Robert Daniels,1
15612,28376,William W. Cobey Jr.,1
15613,22772,Robert Danbeck,1
15614,22771,Robert Dail,1
15615,22796,Robert Durbin,1
15616,22797,Robert D’Amelio,1
15617,22798,Robert E. Cardullo,1
15618,22799,Robert E. Cooper,1
15619,22825,Robert Enlow,1
15620,22823,Robert Egge,1
15621,22822,Robert Edgar,1
15622,22821,Robert Edelstein,1
15623,22820,Robert Ecoffey,1
15624,22818,Robert Earl Wier,1
15625,22817,Robert E. Whitehead,1
15626,22814,Robert E. Scott,1
15627,22812,Robert E. Pickard Colonel,1
15628,22811,Robert E. Pasley,1
15629,22810,Robert E. Milstead Jr. Usmc,1
15630,22808,Robert E. Mclendon,1
15631,22807,Robert E. Litan,1
15632,22805,Robert E. Lenhard,1
15633,22804,Robert E. Krawisz,1
15634,22803,Robert E. Johnson,1
15635,22802,Robert E. Hall,1
15636,22801,Robert E. Ebel,1
15637,22800,Robert E. Corsi,1
15638,22768,Robert D. Jamison,1
15639,22766,Robert D. Dietz,1
15640,22765,Robert D. Broeksmit,1
15641,22735,Robert Certain,1
15642,22733,Robert Casey,1
15643,22731,Robert Carrick,1
15644,22730,Robert Carr,1
15645,22728,Robert Carlin,1
15646,22725,Robert Campbell,1
15647,22722,Robert C. Pozen,1
15648,22721,Robert C. Moses,1
15649,22720,Robert C. Mcdowell,1
15650,22719,Robert C. Martinage,1
15651,22718,Robert C. Kiener,1
15652,22717,Robert C. Johns,1
15653,22716,Robert C. Hockett,1
15654,22715,Robert C. Harris,1
15655,22714,Robert C. Hampshire,1
15656,22712,Robert C. Clark,1
15657,22710,Robert C. Burruss,1
15658,22709,Robert C. Brown,1
15659,22708,Robert C. Boruchowitz,1
15660,22706,Robert C. Bobb,1
15661,22734,Robert Celestial,1
15662,22736,Robert Charrow,1
15663,22764,Robert D. Braun,1
15664,22737,Robert Chesney,1
15665,22762,"Robert D. ""Skip"" Rung",1
15666,22760,Robert Crfat,1
15667,22759,Robert Cresanti,1
15668,22758,Robert Craves,1
15669,22756,Robert Cowen,1
15670,22755,Robert Coward,1
15671,22754,Robert Cournoyer,1
15672,22753,Robert Coupe,1
15673,22751,Robert Correll,1
15674,22750,Robert Corn-Revere,1
15675,22748,Robert Cope,1
15676,22746,Robert Cole,1
15677,22745,Robert Colby,1
15678,22744,Robert Cleary,1
15679,22743,Robert Clarke Brown,1
15680,22741,Robert Church,1
15681,22740,Robert Chisholm,1
15682,22739,Robert Chiradio,1
